TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607113754.35, 459.888, 6.607, 220.986, 12.838, 3000.17, 2839.938, 2827.209, 222.976, 60.05, -0.996, 0.0, 0.054, , , , , , , , 
3607113755.35, 459.897, 6.606, 221.013, 12.843, 3000.244, 2839.696, 2826.969, 222.764, 60.051, -0.996, 0.0, 0.055, , , , , , , , 
3607113755.68, 459.852, 6.605, 220.941, 12.868, 3000.887, 2846.156, 2833.514, 221.215, 60.05, -0.996, 0.0, 0.056, , , , , , , , 
3607113755.68, 459.852, 6.605, 220.941, 12.868, 3000.887, 2846.156, 2833.514, 221.215, 60.05, -0.996, 0.0, 0.056, 220.941, 221.215, 220.806, 450.0, 50.0, 850.0, 400.0, 400.0
3607113756.35, 458.664, 6.621, 223.871, 12.612, 2999.197, 2824.597, 2810.705, 220.176, 60.051, -0.995, 0.0, 0.341, , , , , , , , 
3607113757.35, 458.869, 6.617, 225.785, 12.589, 2999.92, 2844.401, 2831.864, 217.464, 60.05, -0.996, 0.0, 0.053, , , , , , , , 
3607113758.35, 458.752, 6.618, 225.742, 12.584, 2999.592, 2844.835, 2833.175, 212.51, 60.051, -0.996, 0.0, 0.055, , , , , , , , 
3607113758.35, 458.752, 6.618, 225.742, 12.584, 2999.592, 2844.835, 2833.175, 212.51, 60.051, -0.996, 0.0, 0.055, 225.742, 212.51, 225.612, 450.0, 50.0, 850.0, 400.0, 400.0
3607113758.35, 458.752, 6.618, 225.742, 12.584, 2999.592, 2844.835, 2833.175, 212.51, 60.051, -0.996, 0.0, 0.055, , , , , , , , 
3607113759.35, 459.186, 6.615, 230.65, 12.324, 3000.661, 2845.717, 2833.287, 208.902, 60.05, -0.996, 0.0, 0.056, , , , , , , , 
