TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607113997.68, 459.782, 5.229, 259.216, 8.723, 2295.466, 2268.634, 2178.293, -589.496, 60.05, 0.96, 0.0, 0.054, , , , , , , , 
3607113998.68, 461.848, 4.353, 259.13, 7.581, 1977.451, 1969.208, 1871.348, -579.5, 60.051, 0.95, 0.0, 0.056, , , , , , , , 
3607113999.01, 462.028, 4.351, 259.126, 7.605, 1977.419, 1975.51, 1876.692, -584.069, 60.05, 0.95, 0.0, 0.052, , , , , , , , 
3607113999.35, 461.997, 4.352, 259.093, 7.562, 1978.056, 1964.935, 1864.254, -587.761, 60.051, 0.949, 0.0, 0.051, 259.126, -584.069, 259.206, -450.0, -850.0, -50.0, 400.0, 400.0
3607113999.68, 462.061, 4.352, 257.419, 7.667, 1977.624, 1978.542, 1881.504, -579.92, 60.052, 0.951, 0.0, 0.335, , , , , , , , 
3607114000.68, 460.974, 4.36, 254.331, 7.728, 1977.789, 1969.637, 1871.069, -584.39, 60.051, 0.95, 0.0, 0.054, , , , , , , , 
3607114001.68, 460.863, 4.363, 254.297, 7.676, 1977.812, 1955.323, 1857.361, -582.688, 60.05, 0.95, 0.0, 0.053, , , , , , , , 
3607114001.68, 460.863, 4.363, 254.297, 7.676, 1977.812, 1955.323, 1857.361, -582.688, 60.05, 0.95, 0.0, 0.053, 254.297, -582.688, 254.412, -450.0, -850.0, -50.0, 400.0, 400.0
3607114001.68, 460.863, 4.363, 254.297, 7.676, 1977.812, 1955.323, 1857.361, -582.688, 60.05, 0.95, 0.0, 0.053, , , , , , , , 
3607114002.68, 460.966, 4.362, 249.572, 7.843, 1977.413, 1962.021, 1865.967, -578.881, 60.051, 0.951, 0.0, 0.054, , , , , , , , 
3607114003.68, 461.943, 4.354, 249.56, 7.829, 1977.922, 1958.287, 1860.914, -581.8, 60.051, 0.95, 0.0, 0.055, , , , , , , , 
3607114004.35, 461.855, 4.354, 249.523, 7.865, 1977.946, 1967.821, 1871.05, -580.67, 60.051, 0.951, 0.0, 0.054, , , , , , , , 
3607114004.35, 461.855, 4.354, 249.523, 7.865, 1977.946, 1967.821, 1871.05, -580.67, 60.051, 0.951, 0.0, 0.054, 249.523, -580.67, 249.618, -450.0, -850.0, -50.0, 400.0, 400.0
3607114004.68, 461.912, 4.353, 247.975, 7.938, 1977.154, 1973.943, 1878.587, -580.707, 60.05, 0.952, 0.0, 0.333, , , , , , , , 
3607114005.68, 461.863, 4.352, 244.652, 7.967, 1977.472, 1953.627, 1859.778, -572.143, 60.051, 0.952, 0.0, 0.054, , , , , , , , 
3607114006.68, 461.897, 4.356, 244.64, 7.947, 1977.822, 1947.387, 1851.582, -578.252, 60.051, 0.951, 0.0, 0.054, , , , , , , , 
3607114006.68, 461.897, 4.356, 244.64, 7.947, 1977.822, 1947.387, 1851.582, -578.252, 60.051, 0.951, 0.0, 0.054, 244.64, -578.252, 244.824, -415.8, -850.0, 169.8, 434.2, 585.6
3607114006.68, 461.897, 4.356, 244.64, 7.947, 1977.822, 1947.387, 1851.582, -578.252, 60.051, 0.951, 0.0, 0.054, , , , , , , , 
3607114007.68, 460.843, 4.364, 244.04, 7.997, 1977.433, 1957.069, 1863.235, -572.086, 60.05, 0.952, 0.0, 0.055, , , , , , , , 
3607114008.68, 460.862, 4.363, 244.023, 8.025, 1977.749, 1962.795, 1871.197, -566.323, 60.051, 0.953, 0.0, 0.056, , , , , , , , 
3607114009.35, 460.942, 4.363, 244.059, 8.004, 1977.566, 1957.617, 1864.877, -568.852, 60.051, 0.953, 0.0, 0.057, , , , , , , , 
3607114009.35, 460.942, 4.363, 244.059, 8.004, 1977.566, 1957.617, 1864.877, -568.852, 60.051, 0.953, 0.0, 0.057, 244.059, -568.852, 244.218, -308.0, -850.0, 277.7, 542.0, 585.7
3607114009.68, 460.882, 4.362, 243.794, 8.027, 1977.532, 1962.31, 1870.887, -568.302, 60.05, 0.954, 0.0, 0.329, , , , , , , , 
3607114010.68, 459.816, 4.373, 243.491, 8.043, 1977.678, 1962.514, 1869.359, -570.714, 60.05, 0.953, 0.0, 0.057, , , , , , , , 
3607114011.68, 459.871, 4.373, 243.449, 8.014, 1977.574, 1953.287, 1859.887, -570.763, 60.05, 0.952, 0.0, 0.056, , , , , , , , 
3607114011.68, 459.871, 4.373, 243.449, 8.014, 1977.574, 1953.287, 1859.887, -570.763, 60.05, 0.952, 0.0, 0.056, 243.449, -570.763, 243.612, -194.7, -780.4, 390.9, 585.7, 585.6
3607114011.68, 459.871, 4.373, 243.449, 8.014, 1977.574, 1953.287, 1859.887, -570.763, 60.05, 0.952, 0.0, 0.056, , , , , , , , 
3607114012.68, 459.825, 4.371, 242.903, 8.036, 1976.841, 1956.554, 1864.225, -566.695, 60.051, 0.953, 0.0, 0.054, , , , , , , , 
3607114013.68, 460.934, 4.362, 242.838, 8.023, 1976.969, 1952.911, 1859.195, -571.538, 60.051, 0.952, 0.0, 0.055, , , , , , , , 
3607114014.01, 460.89, 4.364, 242.878, 8.042, 1978.459, 1957.855, 1866.161, -565.637, 60.051, 0.953, 0.0, 0.053, , , , , , , , 
3607114014.35, 460.9, 4.363, 242.862, 8.054, 1977.596, 1960.868, 1868.51, -569.085, 60.051, 0.953, 0.0, 0.055, 242.878, -565.637, 243.006, -88.7, -674.4, 400.0, 585.7, 488.7
3607114014.68, 460.803, 4.363, 242.708, 8.066, 1978.106, 1964.308, 1871.467, -574.125, 60.051, 0.953, 0.0, 0.326, , , , , , , , 
3607114015.68, 460.888, 4.363, 242.238, 8.077, 1977.798, 1961.926, 1868.52, -571.819, 60.05, 0.953, 0.0, 0.054, , , , , , , , 
