TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607114093.35, 461.73, 4.356, 259.152, 7.563, 1978.116, 1963.03, 1862.309, -587.414, 60.051, 0.949, 0.0, 0.056, , , , , , , , 
3607114094.01, 460.858, 4.362, 259.187, 7.591, 1977.615, 1970.212, 1872.431, -580.028, 60.05, 0.951, 0.0, 0.056, , , , , , , , 
3607114094.68, 460.866, 4.363, 259.217, 7.573, 1978.093, 1966.73, 1869.97, -579.66, 60.05, 0.951, 0.0, 0.057, , , , , , , , 
3607114094.68, 460.866, 4.363, 259.217, 7.573, 1978.093, 1966.73, 1869.97, -579.66, 60.05, 0.951, 0.0, 0.057, 259.217, -579.66, 259.206, -450.0, -850.0, -50.0, 400.0, 400.0
3607114095.35, 460.947, 4.361, 255.506, 7.687, 1977.877, 1968.58, 1868.976, -586.038, 60.05, 0.95, 0.0, 0.336, , , , , , , , 
3607114096.35, 460.933, 4.363, 254.393, 7.712, 1978.136, 1966.297, 1867.878, -587.779, 60.051, 0.95, 0.0, 0.054, , , , , , , , 
3607114097.01, 459.811, 4.373, 254.431, 7.731, 1977.623, 1969.885, 1871.284, -586.387, 60.051, 0.95, 0.0, 0.056, , , , , , , , 
3607114097.01, 459.811, 4.373, 254.431, 7.731, 1977.623, 1969.885, 1871.284, -586.387, 60.051, 0.95, 0.0, 0.056, 254.431, -586.387, 254.412, -450.0, -850.0, -50.0, 400.0, 400.0
3607114097.35, 459.853, 4.373, 254.435, 7.701, 1978.004, 1963.572, 1866.661, -580.063, 60.051, 0.951, 0.0, 0.054, , , , , , , , 
3607114098.01, 459.874, 4.372, 249.634, 7.849, 1977.494, 1963.655, 1868.397, -581.107, 60.05, 0.952, 0.0, 0.056, , , , , , , , 
3607114099.35, 460.014, 4.371, 249.677, 7.838, 1977.69, 1960.624, 1864.593, -576.569, 60.051, 0.951, 0.0, 0.055, , , , , , , , 
3607114099.68, 459.893, 4.373, 249.647, 7.881, 1977.631, 1970.288, 1875.244, -580.12, 60.051, 0.952, 0.0, 0.056, , , , , , , , 
3607114099.68, 459.893, 4.373, 249.647, 7.881, 1977.631, 1970.288, 1875.244, -580.12, 60.051, 0.952, 0.0, 0.056, 249.647, -580.12, 249.618, -450.0, -850.0, -50.0, 400.0, 400.0
3607114100.35, 461.071, 4.359, 245.923, 7.973, 1978.201, 1964.81, 1870.764, -574.378, 60.051, 0.952, 0.0, 0.341, , , , , , , , 
3607114101.35, 460.917, 4.362, 244.757, 7.983, 1978.21, 1958.3, 1865.923, -571.762, 60.051, 0.953, 0.0, 0.06, , , , , , , , 
3607114102.01, 460.896, 4.363, 244.723, 7.997, 1978.118, 1960.084, 1866.84, -571.507, 60.051, 0.953, 0.0, 0.053, , , , , , , , 
3607114102.01, 460.896, 4.363, 244.723, 7.997, 1978.118, 1960.084, 1866.84, -571.507, 60.051, 0.953, 0.0, 0.053, 244.723, -571.507, 244.824, -431.3, -850.0, 154.4, 418.7, 585.7
3607114102.35, 460.987, 4.364, 244.764, 7.976, 1978.26, 1955.804, 1861.086, -575.882, 60.05, 0.952, 0.0, 0.051, , , , , , , , 
3607114103.35, 461.262, 4.361, 244.085, 7.994, 1978.079, 1955.646, 1862.002, -571.785, 60.051, 0.952, 0.0, 0.053, , , , , , , , 
3607114104.35, 461.924, 4.353, 244.124, 7.988, 1978.176, 1954.275, 1861.543, -567.746, 60.051, 0.953, 0.0, 0.055, , , , , , , , 
3607114104.68, 461.856, 4.354, 244.091, 8.024, 1977.941, 1962.002, 1871.33, -566.544, 60.051, 0.954, 0.0, 0.048, , , , , , , , 
3607114104.68, 461.856, 4.354, 244.091, 8.024, 1977.941, 1962.002, 1871.33, -566.544, 60.051, 0.954, 0.0, 0.048, 244.091, -566.544, 244.218, -313.9, -850.0, 271.7, 536.1, 585.6
3607114105.35, 461.931, 4.354, 243.686, 8.016, 1977.902, 1957.815, 1863.935, -571.796, 60.05, 0.952, 0.0, 0.334, , , , , , , , 
3607114106.35, 461.951, 4.353, 243.518, 8.023, 1978.3, 1957.678, 1864.376, -574.865, 60.051, 0.952, 0.0, 0.056, , , , , , , , 
3607114107.35, 460.821, 4.363, 243.521, 8.021, 1978.042, 1956.847, 1860.705, -579.01, 60.051, 0.951, 0.0, 0.054, , , , , , , , 
3607114107.35, 460.821, 4.363, 243.521, 8.021, 1978.042, 1956.847, 1860.705, -579.01, 60.051, 0.951, 0.0, 0.054, 243.521, -579.01, 243.612, -208.1, -793.7, 377.5, 585.6, 585.6
3607114107.35, 460.821, 4.363, 243.521, 8.021, 1978.042, 1956.847, 1860.705, -579.01, 60.051, 0.951, 0.0, 0.054, , , , , , , , 
3607114108.01, 460.935, 4.363, 243.072, 8.056, 1978.277, 1960.485, 1870.348, -565.389, 60.05, 0.954, 0.0, 0.056, , , , , , , , 
3607114109.35, 460.926, 4.363, 242.881, 8.052, 1977.71, 1959.459, 1866.603, -569.681, 60.05, 0.953, 0.0, 0.052, , , , , , , , 
3607114109.68, 460.939, 4.363, 242.854, 8.062, 1977.829, 1961.598, 1869.804, -570.721, 60.05, 0.953, 0.0, 0.053, , , , , , , , 
3607114109.68, 460.939, 4.363, 242.854, 8.062, 1977.829, 1961.598, 1869.804, -570.721, 60.05, 0.953, 0.0, 0.053, 242.854, -570.721, 243.006, -84.3, -669.9, 400.0, 585.6, 484.3
3607114110.01, 460.78, 4.365, 243.047, 8.021, 1977.704, 1953.087, 1859.53, -570.981, 60.051, 0.952, 0.0, 0.059, , , , , , , , 
3607114111.35, 459.809, 4.372, 242.356, 8.07, 1977.603, 1959.111, 1868.575, -565.765, 60.05, 0.954, 0.0, 0.054, , , , , , , , 
3607114112.35, 459.981, 4.371, 242.316, 8.078, 1978.144, 1960.688, 1868.434, -567.578, 60.05, 0.953, 0.0, 0.061, , , , , , , , 
3607114112.35, 459.981, 4.371, 242.316, 8.078, 1978.144, 1960.688, 1868.434, -567.578, 60.05, 0.953, 0.0, 0.061, 242.316, -567.578, 242.4, 0.0, -570.0, 400.0, 570.0, 400.0
3607114112.35, 459.981, 4.371, 242.316, 8.078, 1978.144, 1960.688, 1868.434, -567.578, 60.05, 0.953, 0.0, 0.061, , , , , , , , 
3607114113.01, 459.931, 4.372, 241.162, 8.087, 1977.856, 1953.968, 1863.026, -568.283, 60.051, 0.954, 0.0, 0.055, , , , , , , , 
3607114114.35, 460.959, 4.362, 241.138, 8.097, 1978.267, 1955.97, 1869.338, -549.69, 60.051, 0.956, 0.0, 0.058, , , , , , , , 
3607114114.68, 460.89, 4.363, 241.146, 8.089, 1978.145, 1953.643, 1868.037, -549.052, 60.05, 0.956, 0.0, 0.056, , , , , , , , 
3607114114.68, 460.89, 4.363, 241.146, 8.089, 1978.145, 1953.643, 1868.037, -549.052, 60.05, 0.956, 0.0, 0.056, 241.146, -549.052, 241.2, 0.0, -400.0, 400.0, 400.0, 400.0
3607114115.35, 460.942, 4.361, 240.241, 8.135, 1977.803, 1958.048, 1875.536, -535.157, 60.051, 0.958, 0.0, 0.334, , , , , , , , 
3607114116.35, 460.958, 4.362, 239.953, 7.983, 1978.057, 1919.028, 1877.819, -364.727, 60.051, 0.979, 0.0, 0.056, , , , , , , , 
3607114117.35, 461.837, 4.355, 239.962, 7.972, 1978.244, 1916.094, 1873.323, -366.425, 60.05, 0.978, 0.0, 0.054, , , , , , , , 
3607114117.35, 461.837, 4.355, 239.962, 7.972, 1978.244, 1916.094, 1873.323, -366.425, 60.05, 0.978, 0.0, 0.054, 239.962, -366.425, 240.0, 0.0, -400.0, 400.0, 400.0, 400.0
3607114117.35, 461.837, 4.355, 239.962, 7.972, 1978.244, 1916.094, 1873.323, -366.425, 60.05, 0.978, 0.0, 0.054, , , , , , , , 
3607114118.35, 461.865, 4.355, 238.723, 7.925, 1978.273, 1896.45, 1879.565, -194.476, 60.05, 0.991, 0.0, 0.047, , , , , , , , 
3607114119.35, 461.815, 4.353, 238.824, 7.891, 1978.235, 1887.958, 1872.3, -184.358, 60.051, 0.992, 0.0, 0.055, , , , , , , , 
3607114119.68, 461.809, 4.352, 238.746, 7.905, 1977.964, 1891.697, 1877.442, -180.448, 60.05, 0.993, 0.0, 0.055, , , , , , , , 
3607114119.68, 461.809, 4.352, 238.746, 7.905, 1977.964, 1891.697, 1877.442, -180.448, 60.05, 0.993, 0.0, 0.055, 238.746, -180.448, 238.8, 0.0, -400.0, 400.0, 400.0, 400.0
3607114120.35, 463.031, 4.344, 237.919, 7.938, 1978.269, 1891.771, 1876.124, -182.529, 60.05, 0.992, 0.0, 0.336, , , , , , , , 
3607114121.35, 462.85, 4.346, 237.549, 7.92, 1978.355, 1886.296, 1872.463, -177.82, 60.051, 0.993, 0.0, 0.054, , , , , , , , 
3607114122.01, 462.851, 4.346, 237.551, 7.946, 1978.436, 1891.3, 1876.005, -182.046, 60.051, 0.992, 0.0, 0.054, , , , , , , , 
3607114122.35, 462.926, 4.344, 237.599, 7.922, 1977.858, 1886.246, 1871.053, -180.495, 60.05, 0.992, 0.0, 0.058, 237.551, -182.046, 237.6, 9.3, -400.0, 598.7, 409.3, 589.4
3607114122.35, 462.926, 4.344, 237.599, 7.922, 1977.858, 1886.246, 1871.053, -180.495, 60.05, 0.992, 0.0, 0.058, , , , , , , , 
3607114123.01, 462.843, 4.345, 237.056, 7.978, 1978.076, 1894.04, 1881.018, -170.78, 60.05, 0.993, 0.0, 0.064, , , , , , , , 
3607114124.35, 463.813, 4.336, 236.927, 7.941, 1978.265, 1886.285, 1871.615, -174.459, 60.051, 0.992, 0.0, 0.045, , , , , , , , 
3607114124.68, 463.734, 4.337, 236.973, 7.962, 1978.207, 1890.659, 1877.787, -168.484, 60.051, 0.993, 0.0, 0.06, , , , , , , , 
3607114124.68, 463.734, 4.337, 236.973, 7.962, 1978.207, 1890.659, 1877.787, -168.484, 60.051, 0.993, 0.0, 0.06, 236.973, -168.484, 237.006, 118.7, -400.0, 708.1, 518.7, 589.4
3607114125.01, 463.773, 4.335, 237.018, 7.94, 1977.92, 1885.27, 1870.455, -176.761, 60.05, 0.992, 0.0, 0.06, , , , , , , , 
3607114126.35, 463.906, 4.334, 236.372, 7.978, 1977.609, 1889.787, 1875.604, -177.39, 60.051, 0.993, 0.0, 0.052, , , , , , , , 
3607114127.35, 462.833, 4.345, 236.361, 7.986, 1978.31, 1891.226, 1876.342, -176.22, 60.051, 0.992, 0.0, 0.057, , , , , , , , 
3607114127.35, 462.833, 4.345, 236.361, 7.986, 1978.31, 1891.226, 1876.342, -176.22, 60.051, 0.992, 0.0, 0.057, 236.361, -176.22, 236.412, 234.7, -354.7, 824.1, 589.4, 589.4
3607114127.35, 462.833, 4.345, 236.361, 7.986, 1978.31, 1891.226, 1876.342, -176.22, 60.051, 0.992, 0.0, 0.057, , , , , , , , 
3607114128.35, 462.852, 4.343, 235.754, 8.0, 1978.014, 1889.866, 1874.925, -177.096, 60.05, 0.992, 0.0, 0.049, , , , , , , , 
3607114129.35, 462.901, 4.344, 235.77, 7.976, 1977.956, 1884.032, 1869.72, -172.516, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607114129.68, 462.914, 4.344, 235.761, 8.016, 1978.094, 1893.688, 1880.439, -173.243, 60.051, 0.993, 0.0, 0.049, , , , , , , , 
3607114129.68, 462.914, 4.344, 235.761, 8.016, 1978.094, 1893.688, 1880.439, -173.243, 60.051, 0.993, 0.0, 0.049, 235.761, -173.243, 235.818, 348.3, -241.1, 850.0, 589.4, 501.7
3607114130.35, 461.785, 4.354, 235.302, 8.038, 1978.189, 1894.867, 1880.784, -171.986, 60.051, 0.993, 0.0, 0.331, , , , , , , , 
3607114131.35, 461.791, 4.353, 235.197, 8.03, 1977.979, 1892.593, 1879.991, -167.353, 60.051, 0.993, 0.0, 0.055, , , , , , , , 
3607114132.35, 461.906, 4.353, 235.162, 8.034, 1977.951, 1893.687, 1879.72, -168.144, 60.05, 0.993, 0.0, 0.058, , , , , , , , 
3607114132.35, 461.906, 4.353, 235.162, 8.034, 1977.951, 1893.687, 1879.72, -168.144, 60.05, 0.993, 0.0, 0.058, 235.162, -168.144, 235.224, 450.0, -127.7, 850.0, 577.7, 400.0
3607114132.35, 461.906, 4.353, 235.162, 8.034, 1977.951, 1893.687, 1879.72, -168.144, 60.05, 0.993, 0.0, 0.058, , , , , , , , 
3607114133.35, 461.808, 4.356, 230.505, 8.198, 1978.079, 1894.698, 1876.259, 221.112, 60.051, -0.99, 0.0, 0.052, , , , , , , , 
3607114134.35, 460.839, 4.364, 230.434, 8.223, 1978.134, 1899.421, 1880.153, 229.229, 60.051, -0.99, 0.0, 0.059, , , , , , , , 
3607114134.68, 460.93, 4.363, 230.491, 8.231, 1978.103, 1899.788, 1880.764, 236.158, 60.051, -0.99, 0.0, 0.049, , , , , , , , 
3607114134.68, 460.93, 4.363, 230.491, 8.231, 1978.103, 1899.788, 1880.764, 236.158, 60.051, -0.99, 0.0, 0.049, 230.491, 236.158, 230.418, 450.0, 50.0, 850.0, 400.0, 400.0
3607114135.35, 461.08, 4.363, 226.874, 8.461, 1977.722, 1923.053, 1901.568, 235.015, 60.05, -0.989, 0.0, 0.326, , , , , , , , 
