TIME, DC_V, DC_I, AC_VRMS_1, AC_VRMS_2, AC_VRMS_3, AC_IRMS_1, AC_IRMS_2, AC_IRMS_3, DC_P, AC_S_1, AC_S_2, AC_S_3, AC_P_1, AC_P_2, AC_P_3, AC_Q_1, AC_Q_2, AC_Q_3, AC_FREQ_1, AC_FREQ_2, AC_FREQ_3, AC_PF_1, AC_PF_2, AC_PF_3, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1, V_ACT_2, Q_ACT_2, V_TARGET_2, Q_TARGET_2, Q_MIN_2, Q_MAX_2, Q_MIN_ERROR_2, Q_MAX_ERROR_2, V_ACT_3, Q_ACT_3, V_TARGET_3, Q_TARGET_3, Q_MIN_3, Q_MAX_3, Q_MIN_ERROR_3, Q_MAX_ERROR_3
1524255457.3, 1008.29449463, 0.0240424349904, 248.381225586, 248.376098633, 248.374969482, 40.2601585388, 40.5458564758, 40.3853645325, 24.2418548383, 10052.6158854, 10052.6158854, 10052.6158854, 59.0801696777, 59.0801696777, 59.0801696777, -10061.2695312, -10061.2695312, -10061.2695312, 50.0, 50.0, 50.0, -0.00165160221513, -0.00165160221513, -0.00165160221513, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255457.85, 1009.2276001, 0.054819766432, 248.388778687, 248.389892578, 248.391174316, 40.2800559998, 40.5365562439, 40.352191925, 55.3256213141, 10047.6425781, 10047.6425781, 10047.6425781, 12.5210316976, 12.5210316976, 12.5210316976, -10040.281901, -10040.281901, -10040.281901, 50.0, 50.0, 50.0, 0.00633035926148, 0.00633035926148, 0.00633035926148, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255457.89, 1009.20318604, 0.0458869822323, 248.389984131, 248.389556885, 248.391784668, 40.2800559998, 40.5365562439, 40.352191925, 46.3092886664, 10050.1360677, 10050.1360677, 10050.1360677, 27.7812652588, 27.7812652588, 27.7812652588, -10071.5097656, -10071.5097656, -10071.5097656, 50.0, 50.0, 50.0, 0.00721722887829, 0.00721722887829, 0.00721722887829, 0.0, 0.0, 248.388778687, -10040.281901, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 248.389892578, -10040.281901, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 248.391174316, -10040.281901, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0
1524255458.3, 1010.09942627, -0.0033022610005, 243.790802002, 243.78503418, 243.78503418, 40.4374084473, 40.710647583, 40.5581054688, -3.335611942, 9834.43880208, 9834.43880208, 9834.43880208, 76.1033376058, 76.1033376058, 76.1033376058, -9925.88151042, -9925.88151042, -9925.88151042, 50.0, 50.0, 50.0, 0.00255493656732, 0.00255493656732, 0.00255493656732, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255459.3, 1008.34881592, 0.497517585754, 243.791412354, 243.793228149, 243.796768188, 40.3493614197, 40.6458587646, 40.5027351379, 501.671268494, 9848.04882812, 9848.04882812, 9848.04882812, 60.6470031738, 60.6470031738, 60.6470031738, -9902.59114583, -9902.59114583, -9902.59114583, 50.0, 50.0, 50.0, -2.39876135311e-05, -2.39876135311e-05, -2.39876135311e-05, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255459.34, 1009.57189941, -0.0496204197407, 243.790542603, 243.792785645, 243.796768188, 40.4091453552, 40.6509513855, 40.4691619873, -50.0953814073, 9843.91276042, 9843.91276042, 9843.91276042, 90.6402893066, 90.6402893066, 90.6402893066, -9868.37825521, -9868.37825521, -9868.37825521, 50.0, 50.0, 50.0, -0.00304884416983, -0.00304884416983, -0.00304884416983, 0.0, 0.0, 243.791412354, -9902.59114583, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 243.793228149, -9902.59114583, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 243.796768188, -9902.59114583, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0
1524255459.38, 1008.22058105, 0.450737118721, 243.791275024, 243.793136597, 243.798217773, 40.4091453552, 40.6509513855, 40.8539657593, 454.44243974, 9753.14648438, 9753.14648438, 9753.14648438, -6.67693837484, -6.67693837484, -6.67693837484, -9732.58658854, -9732.58658854, -9732.58658854, 50.0, 50.0, 50.0, 0.00691720284522, 0.00691720284522, 0.00691720284522, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255460.29, 1011.93920898, -0.0651481598616, 239.18081665, 239.184204102, 239.183776855, 40.7102737427, 40.957233429, 40.7835197449, -65.9259773571, 9757.49804688, 9757.49804688, 9757.49804688, 53.5092976888, 53.5092976888, 53.5092976888, -9687.90690104, -9687.90690104, -9687.90690104, 50.0, 50.0, 50.0, 0.00390466139652, 0.00390466139652, 0.00390466139652, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255460.84, 1010.46734619, -0.00500341318548, 239.193939209, 239.193847656, 239.191345215, 40.6511764526, 40.847278595, 40.7104682922, -5.05578564343, 9694.26757812, 9694.26757812, 9694.26757812, 79.9922434489, 79.9922434489, 79.9922434489, -9738.1015625, -9738.1015625, -9738.1015625, 50.0, 50.0, 50.0, 0.0012375107035, 0.0012375107035, 0.0012375107035, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255460.87, 1011.45214844, -0.0308086201549, 239.194747925, 239.193313599, 239.192184448, 40.6208457947, 40.881729126, 40.6857376099, -31.161445046, 9710.28515625, 9710.28515625, 9710.28515625, 18.8284886678, 18.8284886678, 18.8284886678, -9686.74739583, -9686.74739583, -9686.74739583, 50.0, 50.0, 50.0, 0.0082067521289, 0.0082067521289, 0.0082067521289, 0.0, 0.0, 239.193939209, -9738.1015625, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 239.193847656, -9738.1015625, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 239.191345215, -9738.1015625, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0
