TIME, DC_V, DC_I, AC_VRMS_1, AC_VRMS_2, AC_VRMS_3, AC_IRMS_1, AC_IRMS_2, AC_IRMS_3, DC_P, AC_S_1, AC_S_2, AC_S_3, AC_P_1, AC_P_2, AC_P_3, AC_Q_1, AC_Q_2, AC_Q_3, AC_FREQ_1, AC_FREQ_2, AC_FREQ_3, AC_PF_1, AC_PF_2, AC_PF_3, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1, V_ACT_2, Q_ACT_2, V_TARGET_2, Q_TARGET_2, Q_MIN_2, Q_MAX_2, Q_MIN_ERROR_2, Q_MAX_ERROR_2, V_ACT_3, Q_ACT_3, V_TARGET_3, Q_TARGET_3, Q_MIN_3, Q_MAX_3, Q_MIN_ERROR_3, Q_MAX_ERROR_3
1524256034.11, 949.252929688, 0.149201467633, 248.355621338, 248.355194092, 248.356887817, 40.3641815186, 40.5766296387, 40.4224281311, 141.629930265, 10068.7838542, 10068.7838542, 10068.7838542, 57.1588490804, 57.1588490804, 57.1588490804, -9961.91210938, -9961.91210938, -9961.91210938, 50.0, 50.0, 50.0, 0.0104647940025, 0.0104647940025, 0.0104647940025, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256034.64, 952.142089844, 0.246516600251, 248.388565063, 248.407226562, 248.41595459, 40.2945671082, 40.5855941772, 40.3660087585, 234.718830944, 9976.31835938, 9976.31835938, 9976.31835938, 136.766489665, 136.766489665, 136.766489665, -10019.6933594, -10019.6933594, -10019.6933594, 50.0, 50.0, 50.0, 0.00696736481041, 0.00696736481041, 0.00696736481041, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256034.67, 950.844299316, 0.0203978065401, 248.396850586, 248.410552979, 248.41796875, 40.2945671082, 40.5855941772, 40.3660087585, 19.3951380672, 10078.4479167, 10078.4479167, 10078.4479167, 49.7604980469, 49.7604980469, 49.7604980469, -10005.593099, -10005.593099, -10005.593099, 50.0, 50.0, 50.0, 0.00990017689764, 0.00990017689764, 0.00990017689764, 0.0, 0.0, 248.388565063, -10019.6933594, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 248.407226562, -10019.6933594, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 248.41595459, -10019.6933594, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0
1524256035.11, 948.578857422, 0.0947513878345, 243.823303223, 243.826461792, 243.825790405, 40.4001464844, 40.5765838623, 40.435459137, 89.8791632112, 9875.48307292, 9875.48307292, 9875.48307292, -3.62446435293, -3.62446435293, -3.62446435293, -9824.49739583, -9824.49739583, -9824.49739583, 50.0, 50.0, 50.0, 0.00575096253306, 0.00575096253306, 0.00575096253306, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256036.12, 950.081787109, 0.405914455652, 243.763534546, 243.769546509, 243.772537231, 40.4815292358, 40.7635993958, 40.6198348999, 385.65193144, 9857.71289062, 9857.71289062, 9857.71289062, 48.8790130615, 48.8790130615, 48.8790130615, -9903.21875, -9903.21875, -9903.21875, 50.0, 50.0, 50.0, -0.00334935099818, -0.00334935099818, -0.00334935099818, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256036.15, 954.377624512, 0.0553150735795, 243.767303467, 243.772994995, 243.774017334, 40.4922828674, 40.7422447205, 40.5671806335, 52.7914685225, 9844.20703125, 9844.20703125, 9844.20703125, 19.1997706095, 19.1997706095, 19.1997706095, -9871.59635417, -9871.59635417, -9871.59635417, 50.0, 50.0, 50.0, 0.00213325605728, 0.00213325605728, 0.00213325605728, 0.0, 0.0, 243.763534546, -9903.21875, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 243.769546509, -9903.21875, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 243.772537231, -9903.21875, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0
1524256036.19, 952.340454102, 0.0233411323279, 243.767303467, 243.772140503, 243.775909424, 40.458152771, 40.7329292297, 40.5938949585, 22.2287045604, 9737.05859375, 9737.05859375, 9737.05859375, 67.639348348, 67.639348348, 67.639348348, -9717.79296875, -9717.79296875, -9717.79296875, 50.0, 50.0, 50.0, 0.00787014979869, 0.00787014979869, 0.00787014979869, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256037.11, 949.54888916, 0.0562163069844, 239.169540405, 239.168258667, 239.170593262, 40.8046989441, 40.973777771, 40.8505210876, 53.3801318497, 9812.51497396, 9812.51497396, 9812.51497396, 65.4647979736, 65.4647979736, 65.4647979736, -9681.67708333, -9681.67708333, -9681.67708333, 50.0, 50.0, 50.0, 0.00977433100343, 0.00977433100343, 0.00977433100343, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256037.64, 949.580932617, 0.291612297297, 239.201873779, 239.211288452, 239.21697998, 40.6801071167, 40.9032859802, 40.7125473022, 276.909477229, 9738.25911458, 9738.25911458, 9738.25911458, 18.3296381632, 18.3296381632, 18.3296381632, -9733.09179688, -9733.09179688, -9733.09179688, 50.0, 50.0, 50.0, 0.00527930399403, 0.00527930399403, 0.00527930399403, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256037.67, 953.661560059, -0.00925184506923, 239.205337524, 239.212997437, 239.217788696, 40.6801071167, 40.9032859802, 40.7125473022, -8.82312900214, 9705.29361979, 9705.29361979, 9705.29361979, 90.6860453288, 90.6860453288, 90.6860453288, -9668.95117188, -9668.95117188, -9668.95117188, 50.0, 50.0, 50.0, 0.00354611221701, 0.00354611221701, 0.00354611221701, 0.0, 0.0, 239.201873779, -9733.09179688, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 239.211288452, -9733.09179688, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 239.21697998, -9733.09179688, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0
1524256038.11, 875.410339355, 5.69881916046, 234.62071228, 234.614868164, 234.606216431, 28.5223808289, 28.8146495819, 28.8078136444, 4988.80521518, 6724.48893229, 6724.48893229, 6724.48893229, 1705.29182943, 1705.29182943, 1705.29182943, -6459.43815104, -6459.43815104, -6459.43815104, 50.0, 50.0, 50.0, 0.247238188982, 0.247238188982, 0.247238188982, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256039.11, 842.622009277, 6.98162651062, 234.587371826, 234.594711304, 234.601791382, 28.9805088043, 29.2608757019, 29.3135375977, 5882.8721584, 6881.04752604, 6881.04752604, 6881.04752604, 1998.63932292, 1998.63932292, 1998.63932292, -6552.26627604, -6552.26627604, -6552.26627604, 50.0, 50.0, 50.0, 0.294247329235, 0.294247329235, 0.294247329235, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256039.13, 846.137756348, 6.92078113556, 234.587371826, 234.594711304, 234.601791382, 28.9805088043, 29.3841400146, 29.3566188812, 5855.93422222, 6826.67122396, 6826.67122396, 6826.67122396, 1979.70882161, 1979.70882161, 1979.70882161, -6534.359375, -6534.359375, -6534.359375, 50.0, 50.0, 50.0, 0.28192538023, 0.28192538023, 0.28192538023, 0.0, 0.0, 234.587371826, -6552.26627604, 234.6, -11457.9, -12000.0, -7624.56666667, 542.1, 3833.33333333, 234.594711304, -6552.26627604, 234.6, -11482.3666667, -12000.0, -7649.03333333, 517.633333333, 3833.33333333, 234.601791382, -6552.26627604, 234.6, -11500.0, -12000.0, -7672.63333333, 500.0, 3827.36666667
1524256039.17, 846.068786621, 6.90790271759, 234.591873169, 234.597640991, 234.600830078, 29.0489425659, 29.3841400146, 29.3566188812, 5844.56087037, 6470.06445312, 6470.06445312, 6470.06445312, 1991.64339193, 1991.64339193, 1991.64339193, -6121.03841146, -6121.03841146, -6121.03841146, 50.0, 50.0, 50.0, 0.30444970727, 0.30444970727, 0.30444970727, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
