TIME, DC_V, DC_I, AC_VRMS_1, AC_VRMS_2, AC_VRMS_3, AC_IRMS_1, AC_IRMS_2, AC_IRMS_3, DC_P, AC_S_1, AC_S_2, AC_S_3, AC_P_1, AC_P_2, AC_P_3, AC_Q_1, AC_Q_2, AC_Q_3, AC_FREQ_1, AC_FREQ_2, AC_FREQ_3, AC_PF_1, AC_PF_2, AC_PF_3, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1, V_ACT_2, Q_ACT_2, V_TARGET_2, Q_TARGET_2, Q_MIN_2, Q_MAX_2, Q_MIN_ERROR_2, Q_MAX_ERROR_2, V_ACT_3, Q_ACT_3, V_TARGET_3, Q_TARGET_3, Q_MIN_3, Q_MAX_3, Q_MIN_ERROR_3, Q_MAX_ERROR_3
1524255630.43, 1007.60870361, 0.00719477934763, 248.384078979, 248.388671875, 248.385879517, 40.2228317261, 40.4631958008, 40.3880157471, 7.24952229125, 10027.6328125, 10027.6328125, 10027.6328125, 55.0255177816, 55.0255177816, 55.0255177816, -10032.5677083, -10032.5677083, -10032.5677083, 50.0, 50.0, 50.0, 0.00573236774653, 0.00573236774653, 0.00573236774653, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255630.98, 1009.12860107, 0.051618296653, 248.374603271, 248.372207642, 248.373657227, 40.2870979309, 40.6291885376, 40.4930686951, 52.0894994913, 10063.4609375, 10063.4609375, 10063.4609375, 98.0119425456, 98.0119425456, 98.0119425456, -9986.47721354, -9986.47721354, -9986.47721354, 50.0, 50.0, 50.0, 0.0033941147849, 0.0033941147849, 0.0033941147849, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255631.03, 1009.87786865, 0.0245573874563, 248.372879028, 248.374710083, 248.373413086, 40.2737159729, 40.639957428, 40.497959137, 24.799962104, 10131.0358073, 10131.0358073, 10131.0358073, 39.6016693115, 39.6016693115, 39.6016693115, -9963.16080729, -9963.16080729, -9963.16080729, 50.0, 50.0, 50.0, 0.00924044847488, 0.00924044847488, 0.00924044847488, 0.0, 0.0, 248.374603271, -9986.47721354, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 248.372207642, -9986.47721354, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 248.373657227, -9986.47721354, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0
1524255631.41, 1009.64630127, 0.068877838552, 243.787765503, 243.79309082, 243.798553467, 40.4683380127, 40.7419281006, 40.5159759521, 69.5422549335, 9902.0078125, 9902.0078125, 9902.0078125, -8.53173573812, -8.53173573812, -8.53173573812, -9838.14453125, -9838.14453125, -9838.14453125, 50.0, 50.0, 50.0, 0.0107791442424, 0.0107791442424, 0.0107791442424, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255632.42, 1007.15936279, 0.441877424717, 243.785354614, 243.777435303, 243.780212402, 40.441368103, 40.7180938721, 40.5784721375, 445.040985511, 9882.08658854, 9882.08658854, 9882.08658854, 22.8104629517, 22.8104629517, 22.8104629517, -9837.14127604, -9837.14127604, -9837.14127604, 50.0, 50.0, 50.0, -0.00392870092764, -0.00392870092764, -0.00392870092764, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255632.47, 1009.34191895, -0.0389181859791, 243.783538818, 243.774673462, 243.778961182, 40.4600410461, 40.7242851257, 40.600227356, -39.281756518, 9876.34635417, 9876.34635417, 9876.34635417, -23.794825236, -23.794825236, -23.794825236, -9895.69401042, -9895.69401042, -9895.69401042, 50.0, 50.0, 50.0, 0.00589562766254, 0.00589562766254, 0.00589562766254, 0.0, 0.0, 243.785354614, -9837.14127604, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 243.777435303, -9837.14127604, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 243.780212402, -9837.14127604, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0
1524255632.55, 1008.23193359, 0.315179646015, 243.782058716, 243.778167725, 243.771728516, 40.4186477661, 41.0969047546, 40.7506217957, 317.774183931, 9742.72526042, 9742.72526042, 9742.72526042, 25.2818857829, 25.2818857829, 25.2818857829, -9811.76627604, -9811.76627604, -9811.76627604, 50.0, 50.0, 50.0, 0.00573867000639, 0.00573867000639, 0.00573867000639, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255633.42, 1011.52832031, 0.549566268921, 239.188919067, 239.182907104, 239.181091309, 40.5920448303, 40.9203300476, 40.7676506042, 555.901844902, 9682.16341146, 9682.16341146, 9682.16341146, 28.0266850789, 28.0266850789, 28.0266850789, -9762.19921875, -9762.19921875, -9762.19921875, 50.0, 50.0, 50.0, 0.00196354510263, 0.00196354510263, 0.00196354510263, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255633.96, 1008.85992432, 0.432188719511, 239.180252075, 239.185119629, 239.185043335, 40.7690467834, 41.007522583, 40.8005828857, 436.017878856, 9775.24609375, 9775.24609375, 9775.24609375, 30.9518763224, 30.9518763224, 30.9518763224, -9732.35807292, -9732.35807292, -9732.35807292, 50.0, 50.0, 50.0, 0.00714280037209, 0.00714280037209, 0.00714280037209, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255634.01, 1008.96697998, 0.478415906429, 239.181182861, 239.184890747, 239.188690186, 40.625213623, 41.0577850342, 40.78647995, 482.705852285, 9806.71549479, 9806.71549479, 9806.71549479, 27.6636327108, 27.6636327108, 27.6636327108, -9764.39192708, -9764.39192708, -9764.39192708, 50.0, 50.0, 50.0, 0.00740272179246, 0.00740272179246, 0.00740272179246, 0.0, 0.0, 239.180252075, -9732.35807292, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 239.185119629, -9732.35807292, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 239.185043335, -9732.35807292, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0
