TIME, DC_V, DC_I, AC_VRMS_1, AC_VRMS_2, AC_VRMS_3, AC_IRMS_1, AC_IRMS_2, AC_IRMS_3, DC_P, AC_S_1, AC_S_2, AC_S_3, AC_P_1, AC_P_2, AC_P_3, AC_Q_1, AC_Q_2, AC_Q_3, AC_FREQ_1, AC_FREQ_2, AC_FREQ_3, AC_PF_1, AC_PF_2, AC_PF_3, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1, V_ACT_2, Q_ACT_2, V_TARGET_2, Q_TARGET_2, Q_MIN_2, Q_MAX_2, Q_MIN_ERROR_2, Q_MAX_ERROR_2, V_ACT_3, Q_ACT_3, V_TARGET_3, Q_TARGET_3, Q_MIN_3, Q_MAX_3, Q_MIN_ERROR_3, Q_MAX_ERROR_3
1524255861.05, 1007.7208252, 0.0144448615611, 248.37689209, 248.387329102, 248.396392822, 40.4163551331, 40.638961792, 40.4076156616, 14.5563878121, 10020.9505208, 10020.9505208, 10020.9505208, 40.4182306925, 40.4182306925, 40.4182306925, -10056.7955729, -10056.7955729, -10056.7955729, 50.0, 50.0, 50.0, 0.00700558675453, 0.00700558675453, 0.00700558675453, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255861.59, 1007.63946533, 0.474996805191, 248.409362793, 248.410369873, 248.413711548, 40.2118759155, 40.3694458008, 40.2650260925, 478.625526817, 10007.7376302, 10007.7376302, 10007.7376302, -27.2907409668, -27.2907409668, -27.2907409668, -10019.7779948, -10019.7779948, -10019.7779948, 50.0, 50.0, 50.0, 0.0052627059631, 0.0052627059631, 0.0052627059631, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255861.62, 1011.20269775, 0.0892138108611, 248.408615112, 248.41178894, 248.414352417, 40.1320915222, 40.4442214966, 40.2650260925, 90.2132462197, 9959.89778646, 9959.89778646, 9959.89778646, 35.0258280436, 35.0258280436, 35.0258280436, -9981.45572917, -9981.45572917, -9981.45572917, 50.0, 50.0, 50.0, -0.00272149289958, -0.00272149289958, -0.00272149289958, 0.0, 0.0, 248.409362793, -10019.7779948, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 248.410369873, -10019.7779948, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 248.413711548, -10019.7779948, 248.4, -11500.0, -12000.0, -11000.0, 500.0, 500.0
1524255862.05, 1008.0090332, 0.0284621715546, 243.797958374, 243.790435791, 243.787750244, 40.3852615356, 40.6329269409, 40.4648780823, 28.6901260316, 9930.65559896, 9930.65559896, 9930.65559896, -44.1525166829, -44.1525166829, -44.1525166829, -9893.12434896, -9893.12434896, -9893.12434896, 50.0, 50.0, 50.0, 0.000498477485962, 0.000498477485962, 0.000498477485962, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255863.08, 1009.31494141, 0.0133537370712, 243.783599854, 243.787094116, 243.781692505, 40.4198875427, 40.6551017761, 40.5321578979, 13.4781263495, 9940.51171875, 9940.51171875, 9940.51171875, 46.4826914469, 46.4826914469, 46.4826914469, -9919.2265625, -9919.2265625, -9919.2265625, 50.0, 50.0, 50.0, 0.00845802016556, 0.00845802016556, 0.00845802016556, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255863.14, 1010.66082764, 0.0276011060923, 243.784378052, 243.78894043, 243.782073975, 40.4269447327, 40.623336792, 40.5370864868, 27.895356727, 9899.57421875, 9899.57421875, 9899.57421875, -10.7380638123, -10.7380638123, -10.7380638123, -9866.33984375, -9866.33984375, -9866.33984375, 50.0, 50.0, 50.0, 0.00815512984991, 0.00815512984991, 0.00815512984991, 0.0, 0.0, 243.783599854, -9919.2265625, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 243.787094116, -9919.2265625, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 243.781692505, -9919.2265625, 243.8, -11500.0, -12000.0, -11000.0, 500.0, 500.0
1524255863.21, 1008.36328125, 0.236726149917, 243.782119751, 243.780349731, 243.710006714, 40.705619812, 40.7401046753, 40.624835968, 238.705957288, 9700.24674479, 9700.24674479, 9700.24674479, 70.1718190511, 70.1718190511, 70.1718190511, -9812.53450521, -9812.53450521, -9812.53450521, 50.0, 50.0, 50.0, 0.00282401731238, 0.00282401731238, 0.00282401731238, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255864.07, 1008.38269043, 0.560164630413, 239.184112549, 239.188247681, 239.192108154, 40.7785224915, 40.9573020935, 40.7624664307, 564.860317099, 9691.82552083, 9691.82552083, 9691.82552083, 72.7539927165, 72.7539927165, 72.7539927165, -9723.88020833, -9723.88020833, -9723.88020833, 50.0, 50.0, 50.0, 0.00582785811275, 0.00582785811275, 0.00582785811275, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255864.62, 1009.33129883, 0.162180736661, 239.194335938, 239.195983887, 239.198318481, 40.5855445862, 40.7448997498, 40.5940895081, 163.694093579, 9690.46809896, 9690.46809896, 9690.46809896, 77.7651011149, 77.7651011149, 77.7651011149, -9678.75911458, -9678.75911458, -9678.75911458, 50.0, 50.0, 50.0, -0.00177423423156, -0.00177423423156, -0.00177423423156, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255864.66, 1009.15618896, 0.243126526475, 239.19303894, 239.194580078, 239.198577881, 40.5104598999, 40.8041572571, 40.6164970398, 245.352638894, 9738.02473958, 9738.02473958, 9738.02473958, 7.00564638774, 7.00564638774, 7.00564638774, -9771.7265625, -9771.7265625, -9771.7265625, 50.0, 50.0, 50.0, 0.00525559391826, 0.00525559391826, 0.00525559391826, 0.0, 0.0, 239.194335938, -9678.75911458, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 239.195983887, -9678.75911458, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0, 239.198318481, -9678.75911458, 239.2, -11500.0, -12000.0, -11000.0, 500.0, 500.0
1524255865.06, 947.882202148, 16.4190692902, 234.597549438, 234.589508057, 234.582672119, 37.7217597961, 38.019657135, 38.2412757874, 15563.343556, 8619.296875, 8619.296875, 8619.296875, 5043.43261719, 5043.43261719, 5043.43261719, -6936.28776042, -6936.28776042, -6936.28776042, 50.0, 50.0, 50.0, 0.58037084341, 0.58037084341, 0.58037084341, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255866.07, 917.805114746, 20.2245407104, 234.593963623, 234.59588623, 234.59727478, 38.5726394653, 38.6895980835, 38.804889679, 18562.1869074, 9146.95572917, 9146.95572917, 9146.95572917, 6148.59635417, 6148.59635417, 6148.59635417, -6921.66601562, -6921.66601562, -6921.66601562, 50.0, 50.0, 50.0, 0.665186047554, 0.665186047554, 0.665186047554, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255866.11, 918.800964355, 19.9873409271, 234.596389771, 234.59463501, 234.59475708, 39.3865661621, 39.220161438, 39.3945465088, 18364.3881187, 9391.34700521, 9391.34700521, 9391.34700521, 6108.54231771, 6108.54231771, 6108.54231771, -7017.73632812, -7017.73632812, -7017.73632812, 50.0, 50.0, 50.0, 0.655012607574, 0.655012607574, 0.655012607574, 0.0, 0.0, 234.593963623, -6921.66601562, 234.6, -11479.8666667, -12000.0, -7646.53333333, 520.133333333, 3833.33333333, 234.59588623, -6921.66601562, 234.6, -11486.3, -12000.0, -7652.96666667, 513.7, 3833.33333333, 234.59727478, -6921.66601562, 234.6, -11490.9, -12000.0, -7657.56666667, 509.1, 3833.33333333
1524255866.16, 908.860595703, 21.3726730347, 234.593826294, 234.591445923, 234.592010498, 39.8158340454, 39.9296302795, 39.9904289246, 19424.7803461, 8926.87695312, 8926.87695312, 8926.87695312, 6318.04036458, 6318.04036458, 6318.04036458, -6102.80078125, -6102.80078125, -6102.80078125, 50.0, 50.0, 50.0, 0.723966121674, 0.723966121674, 0.723966121674, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255867.04, 884.455200195, 23.7270565033, 233.720275879, 233.737426758, 233.748001099, 31.922832489, 32.0694923401, 32.1849327087, 20985.5185097, 7597.00260417, 7597.00260417, 7597.00260417, 6894.015625, 6894.015625, 6894.015625, -3102.37630208, -3102.37630208, -3102.37630208, 50.0, 50.0, 50.0, 0.909810006618, 0.909810006618, 0.909810006618, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255867.59, 875.518493652, 24.4094238281, 233.767105103, 233.765182495, 233.758926392, 32.6757354736, 32.7706298828, 32.9433326721, 21370.9019809, 7783.32226562, 7783.32226562, 7783.32226562, 7032.74088542, 7032.74088542, 7032.74088542, -3375.69173177, -3375.69173177, -3375.69173177, 50.0, 50.0, 50.0, 0.90763515234, 0.90763515234, 0.90763515234, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255867.62, 873.764404297, 24.5365753174, 233.766586304, 233.765060425, 233.755401611, 33.5020332336, 33.267124176, 33.4468383789, 21439.1861157, 7765.87109375, 7765.87109375, 7765.87109375, 7043.91992188, 7043.91992188, 7043.91992188, -3346.38802083, -3346.38802083, -3346.38802083, 50.0, 50.0, 50.0, 0.905950903893, 0.905950903893, 0.905950903893, 0.0, 0.0, 233.767105103, -3375.69173177, 233.7375, -8723.7, -12000.0, -4890.36666667, 3276.3, 3833.33333333, 233.765182495, -3375.69173177, 233.7375, -8717.26666667, -12000.0, -4883.93333333, 3282.73333333, 3833.33333333, 233.758926392, -3375.69173177, 233.7375, -8696.43333333, -12000.0, -4863.1, 3303.56666667, 3833.33333333
1524255868.08, 866.641113281, 25.2879924774, 232.877090454, 232.84475708, 232.836273193, 31.3127975464, 31.3334827423, 31.5319957733, 21915.6139533, 7155.84570312, 7155.84570312, 7155.84570312, 7221.32617188, 7221.32617188, 7221.32617188, -67.6214548747, -67.6214548747, -67.6214548747, 50.0, 50.0, 50.0, 0.999985992908, 0.999985992908, 0.999985992908, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524255869.06, 834.578186035, 27.0827579498, 232.895294189, 232.890029907, 232.891586304, 31.9480228424, 31.9962997437, 31.9971523285, 22602.6790026, 7507.38736979, 7507.38736979, 7507.38736979, 7519.29557292, 7519.29557292, 7519.29557292, -54.8489379883, -54.8489379883, -54.8489379883, 50.0, 50.0, 50.0, 0.999975323677, 0.999975323677, 0.999975323677, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
