TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607112392.68, 457.006, 4.396, 220.878, 10.758, 1976.407, 2379.629, 1874.651, 1459.911, 60.051, -0.788, 0.0, 0.05, , , , , , , , 
3607112394.01, 457.048, 4.396, 220.918, 10.757, 1976.096, 2381.291, 1875.05, 1463.472, 60.051, -0.787, 0.0, 0.049, , , , , , , , 
3607112394.35, 457.144, 4.393, 220.901, 10.734, 1975.607, 2374.861, 1872.345, 1455.069, 60.051, -0.788, 0.0, 0.05, , , , , , , , 
3607112394.35, 457.144, 4.393, 220.901, 10.734, 1975.607, 2374.861, 1872.345, 1455.069, 60.051, -0.788, 0.0, 0.05, 220.901, 1455.069, 220.8, 1800.0, 1400.0, 2200.0, 400.0, 400.0
3607112394.68, 457.938, 4.389, 221.203, 10.73, 1976.329, 2374.934, 1865.862, 1463.151, 60.05, -0.786, 0.0, 0.334, , , , , , , , 
3607112395.68, 457.944, 4.388, 225.72, 10.497, 1976.276, 2374.015, 1875.566, 1450.629, 60.051, -0.79, 0.0, 0.05, , , , , , , , 
3607112397.01, 458.105, 4.385, 225.693, 10.505, 1976.347, 2372.737, 1868.17, 1456.926, 60.051, -0.787, 0.0, 0.051, , , , , , , , 
3607112397.01, 458.105, 4.385, 225.693, 10.505, 1976.347, 2372.737, 1868.17, 1456.926, 60.051, -0.787, 0.0, 0.051, 225.693, 1456.926, 225.6, 1800.0, 1400.0, 2200.0, 400.0, 400.0
3607112397.01, 458.105, 4.385, 225.693, 10.505, 1976.347, 2372.737, 1868.17, 1456.926, 60.051, -0.787, 0.0, 0.051, , , , , , , , 
3607112398.01, 457.391, 4.392, 230.586, 10.278, 1975.818, 2373.737, 1876.536, 1447.417, 60.05, -0.791, 0.0, 0.05, , , , , , , , 
3607112399.01, 456.949, 4.396, 230.567, 10.264, 1976.349, 2372.638, 1877.083, 1446.285, 60.051, -0.791, 0.0, 0.05, , , , , , , , 
3607112399.35, 457.066, 4.396, 230.573, 10.311, 1976.447, 2381.656, 1882.108, 1452.938, 60.051, -0.79, 0.0, 0.052, , , , , , , , 
3607112399.35, 457.066, 4.396, 230.573, 10.311, 1976.447, 2381.656, 1882.108, 1452.938, 60.051, -0.79, 0.0, 0.052, 230.573, 1452.938, 230.4, 1800.0, 1400.0, 2200.0, 400.0, 400.0
3607112399.68, 456.979, 4.396, 230.87, 10.312, 1975.859, 2382.841, 1876.472, 1462.109, 60.051, -0.788, 0.0, 0.332, , , , , , , , 
3607112400.68, 456.958, 4.396, 235.176, 8.025, 1976.389, 1892.589, 1879.667, -168.132, 60.051, 0.993, 0.0, 0.051, , , , , , , , 
