TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607112488.35, 459.958, 4.371, 220.98, 10.78, 1977.187, 2385.688, 1880.569, 1462.248, 60.05, -0.788, 0.0, 0.049, , , , , , , , 
3607112489.35, 460.01, 4.37, 220.987, 10.746, 1977.077, 2378.412, 1872.376, 1460.898, 60.051, -0.787, 0.0, 0.05, , , , , , , , 
3607112490.01, 460.074, 4.37, 220.938, 10.72, 1977.49, 2372.394, 1867.676, 1457.173, 60.051, -0.787, 0.0, 0.049, , , , , , , , 
3607112490.01, 460.074, 4.37, 220.938, 10.72, 1977.49, 2372.394, 1867.676, 1457.173, 60.051, -0.787, 0.0, 0.049, 220.938, 1457.173, 220.8, 1800.0, 1400.0, 2200.0, 400.0, 400.0
3607112490.35, 459.97, 4.372, 222.855, 10.623, 1977.945, 2371.039, 1861.745, 1458.911, 60.05, -0.785, 0.0, 0.328, , , , , , , , 
3607112491.35, 459.478, 4.377, 225.747, 10.486, 1977.016, 2370.896, 1872.02, 1448.772, 60.05, -0.79, 0.0, 0.049, , , , , , , , 
3607112492.35, 458.996, 4.378, 225.71, 10.51, 1976.529, 2376.165, 1877.909, 1451.227, 60.051, -0.79, 0.0, 0.051, , , , , , , , 
3607112492.35, 458.996, 4.378, 225.71, 10.51, 1976.529, 2376.165, 1877.909, 1451.227, 60.051, -0.79, 0.0, 0.051, 225.71, 1451.227, 225.6, 1800.0, 1400.0, 2200.0, 400.0, 400.0
3607112492.35, 458.996, 4.378, 225.71, 10.51, 1976.529, 2376.165, 1877.909, 1451.227, 60.051, -0.79, 0.0, 0.051, , , , , , , , 
3607112493.35, 459.044, 4.377, 230.657, 10.276, 1977.082, 2374.173, 1873.408, 1451.824, 60.05, -0.789, 0.0, 0.05, , , , , , , , 
3607112494.35, 459.016, 4.379, 230.634, 10.304, 1977.46, 2380.485, 1881.356, 1452.081, 60.051, -0.79, 0.0, 0.051, , , , , , , , 
3607112495.01, 457.999, 4.386, 230.644, 10.309, 1975.956, 2381.797, 1881.233, 1454.329, 60.05, -0.79, 0.0, 0.05, , , , , , , , 
3607112495.01, 457.999, 4.386, 230.644, 10.309, 1975.956, 2381.797, 1881.233, 1454.329, 60.05, -0.79, 0.0, 0.05, 230.644, 1454.329, 230.4, 1800.0, 1400.0, 2200.0, 400.0, 400.0
3607112495.35, 457.9, 4.387, 232.464, 10.148, 1975.969, 2362.83, 1856.297, 1453.298, 60.05, -0.786, 0.0, 0.332, , , , , , , , 
3607112496.35, 458.017, 4.387, 235.198, 8.025, 1977.104, 1891.39, 1877.167, -169.718, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607112497.35, 457.792, 4.388, 235.225, 8.034, 1976.845, 1893.66, 1880.023, -174.617, 60.05, 0.993, 0.0, 0.05, , , , , , , , 
3607112497.35, 457.792, 4.388, 235.225, 8.034, 1976.845, 1893.66, 1880.023, -174.617, 60.05, 0.993, 0.0, 0.05, 235.225, -174.617, 235.2, 1781.2, 631.2, 2200.0, 1150.0, 418.8
3607112497.35, 457.792, 4.388, 235.225, 8.034, 1976.845, 1893.66, 1880.023, -174.617, 60.05, 0.993, 0.0, 0.05, , , , , , , , 
3607112498.35, 458.893, 4.378, 235.796, 8.004, 1977.131, 1891.539, 1877.291, -169.622, 60.05, 0.993, 0.0, 0.05, , , , , , , , 
3607112499.35, 458.989, 4.381, 235.781, 7.969, 1977.28, 1882.777, 1867.779, -178.055, 60.051, 0.992, 0.0, 0.05, , , , , , , , 
3607112500.01, 458.95, 4.379, 235.787, 7.982, 1976.937, 1885.967, 1871.46, -175.287, 60.051, 0.992, 0.0, 0.049, , , , , , , , 
3607112500.01, 458.95, 4.379, 235.787, 7.982, 1976.937, 1885.967, 1871.46, -175.287, 60.051, 0.992, 0.0, 0.049, 235.787, -175.287, 235.8, 1359.7, 209.7, 2200.0, 1150.0, 840.3
3607112500.35, 459.098, 4.378, 235.999, 7.954, 1977.412, 1881.172, 1865.833, -180.412, 60.05, 0.992, 0.0, 0.328, , , , , , , , 
3607112501.35, 458.206, 4.385, 236.357, 7.979, 1976.527, 1890.21, 1875.264, -178.879, 60.05, 0.992, 0.0, 0.051, , , , , , , , 
3607112502.35, 457.839, 4.384, 236.364, 7.982, 1975.982, 1891.129, 1876.701, -183.062, 60.05, 0.993, 0.0, 0.051, , , , , , , , 
3607112502.35, 457.839, 4.384, 236.364, 7.982, 1975.982, 1891.129, 1876.701, -183.062, 60.05, 0.993, 0.0, 0.051, 236.364, -183.062, 236.4, 927.0, -223.0, 2077.0, 1150.0, 1150.0
3607112502.35, 457.839, 4.384, 236.364, 7.982, 1975.982, 1891.129, 1876.701, -183.062, 60.05, 0.993, 0.0, 0.051, , , , , , , , 
3607112503.35, 457.852, 4.386, 236.923, 7.924, 1976.043, 1881.431, 1866.79, -174.069, 60.051, 0.992, 0.0, 0.05, , , , , , , , 
3607112504.35, 457.878, 4.387, 236.966, 7.959, 1976.692, 1890.138, 1875.45, -172.518, 60.051, 0.992, 0.0, 0.051, , , , , , , , 
3607112505.01, 456.805, 4.396, 236.959, 7.964, 1976.351, 1891.533, 1876.52, -178.287, 60.05, 0.992, 0.0, 0.05, , , , , , , , 
3607112505.01, 456.805, 4.396, 236.959, 7.964, 1976.351, 1891.533, 1876.52, -178.287, 60.05, 0.992, 0.0, 0.05, 236.959, -178.287, 237.0, 480.7, -400.0, 1630.7, 880.7, 1150.0
3607112505.35, 456.862, 4.396, 237.159, 7.895, 1976.35, 1876.477, 1861.717, -173.087, 60.05, 0.992, 0.0, 0.326, , , , , , , , 
3607112506.35, 457.016, 4.395, 237.6, 7.925, 1976.269, 1887.191, 1872.118, -178.967, 60.05, 0.992, 0.0, 0.05, , , , , , , , 
3607112507.35, 456.917, 4.396, 237.53, 7.94, 1976.409, 1891.401, 1877.287, -180.082, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607112507.35, 456.917, 4.396, 237.53, 7.94, 1976.409, 1891.401, 1877.287, -180.082, 60.051, 0.993, 0.0, 0.05, 237.53, -180.082, 237.6, 52.5, -400.0, 1202.5, 452.5, 1150.0
3607112507.35, 456.917, 4.396, 237.53, 7.94, 1976.409, 1891.401, 1877.287, -180.082, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607112508.35, 457.918, 4.386, 238.778, 7.908, 1976.547, 1892.27, 1877.407, -175.078, 60.05, 0.992, 0.0, 0.05, , , , , , , , 
3607112509.35, 457.907, 4.388, 238.749, 7.881, 1976.89, 1886.06, 1870.748, -176.775, 60.051, 0.992, 0.0, 0.05, , , , , , , , 
3607112510.01, 457.96, 4.387, 238.796, 7.875, 1976.362, 1885.195, 1870.166, -178.188, 60.05, 0.992, 0.0, 0.05, , , , , , , , 
3607112510.01, 457.96, 4.387, 238.796, 7.875, 1976.362, 1885.195, 1870.166, -178.188, 60.05, 0.992, 0.0, 0.05, 238.796, -178.188, 238.8, 0.0, -400.0, 400.0, 400.0, 400.0
3607112510.35, 457.986, 4.387, 239.14, 7.881, 1976.722, 1888.341, 1873.201, -179.738, 60.051, 0.992, 0.0, 0.327, , , , , , , , 
3607112511.35, 457.324, 4.394, 239.868, 8.485, 1976.315, 2039.323, 1850.986, -837.192, 60.051, 0.908, 0.0, 0.05, , , , , , , , 
3607112512.35, 456.984, 4.396, 239.847, 8.517, 1976.378, 2048.752, 1847.012, -870.115, 60.05, 0.902, 0.0, 0.051, , , , , , , , 
3607112512.35, 456.984, 4.396, 239.847, 8.517, 1976.378, 2048.752, 1847.012, -870.115, 60.05, 0.902, 0.0, 0.051, 239.847, -870.115, 240.0, 0.0, -400.0, 400.0, 400.0, 400.0
3607112512.35, 456.984, 4.396, 239.847, 8.517, 1976.378, 2048.752, 1847.012, -870.115, 60.05, 0.902, 0.0, 0.051, , , , , , , , 
3607112513.35, 457.002, 4.396, 240.834, 9.696, 1976.403, 2336.296, 1836.409, -1428.16, 60.051, 0.786, 0.0, 0.051, , , , , , , , 
3607112514.35, 456.973, 4.395, 240.983, 10.064, 1976.258, 2430.083, 1832.819, -1583.409, 60.05, 0.754, 0.0, 0.051, , , , , , , , 
