TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607112440.68, 457.018, 4.396, 259.062, 9.84, 1976.056, 2556.304, 1819.754, -1782.444, 60.051, 0.712, 0.0, 0.048, , , , , , , , 
3607112441.68, 456.15, 4.403, 259.075, 9.858, 1975.689, 2558.632, 1823.417, -1780.961, 60.051, 0.713, 0.0, 0.051, , , , , , , , 
3607112442.01, 456.132, 4.404, 259.092, 9.843, 1975.723, 2553.195, 1824.545, -1771.94, 60.051, 0.715, 0.0, 0.051, , , , , , , , 
3607112442.01, 456.132, 4.404, 259.092, 9.843, 1975.723, 2553.195, 1824.545, -1771.94, 60.051, 0.715, 0.0, 0.051, 259.092, -1771.94, 259.2, -1800.0, -2200.0, -1400.0, 400.0, 400.0
3607112442.68, 456.285, 4.404, 255.776, 9.959, 1975.985, 2553.203, 1818.838, -1777.28, 60.051, 0.712, 0.0, 0.328, , , , , , , , 
3607112443.68, 456.103, 4.404, 254.289, 9.985, 1975.852, 2543.505, 1813.395, -1770.978, 60.051, 0.713, 0.0, 0.049, , , , , , , , 
3607112444.68, 455.392, 4.411, 254.276, 9.999, 1974.947, 2546.824, 1814.18, -1774.689, 60.051, 0.712, 0.0, 0.051, , , , , , , , 
3607112444.68, 455.392, 4.411, 254.276, 9.999, 1974.947, 2546.824, 1814.18, -1774.689, 60.051, 0.712, 0.0, 0.051, 254.276, -1774.689, 254.4, -1800.0, -2200.0, -1400.0, 400.0, 400.0
3607112444.68, 455.392, 4.411, 254.276, 9.999, 1974.947, 2546.824, 1814.18, -1774.689, 60.051, 0.712, 0.0, 0.051, , , , , , , , 
3607112445.68, 455.147, 4.413, 249.376, 10.182, 1975.178, 2543.057, 1823.023, -1762.542, 60.051, 0.717, 0.0, 0.05, , , , , , , , 
3607112446.68, 455.164, 4.412, 249.359, 10.193, 1974.732, 2544.298, 1824.31, -1762.107, 60.051, 0.717, 0.0, 0.052, , , , , , , , 
3607112447.01, 455.234, 4.411, 249.401, 10.191, 1974.96, 2544.314, 1818.308, -1768.001, 60.051, 0.715, 0.0, 0.052, , , , , , , , 
3607112447.01, 455.234, 4.411, 249.401, 10.191, 1974.96, 2544.314, 1818.308, -1768.001, 60.051, 0.715, 0.0, 0.052, 249.401, -1768.001, 249.6, -1800.0, -2200.0, -1400.0, 400.0, 400.0
3607112447.68, 455.186, 4.411, 246.099, 10.343, 1974.97, 2549.103, 1826.263, -1766.727, 60.051, 0.716, 0.0, 0.334, , , , , , , , 
3607112448.68, 456.21, 4.403, 244.593, 10.382, 1975.24, 2542.197, 1821.408, -1762.133, 60.051, 0.717, 0.0, 0.05, , , , , , , , 
3607112449.68, 456.237, 4.401, 244.605, 10.385, 1975.334, 2543.262, 1819.561, -1765.198, 60.05, 0.716, 0.0, 0.051, , , , , , , , 
3607112449.68, 456.237, 4.401, 244.605, 10.385, 1975.334, 2543.262, 1819.561, -1765.198, 60.05, 0.716, 0.0, 0.051, 244.605, -1765.198, 244.8, -1653.7, -2200.0, -503.7, 546.3, 1150.0
3607112449.68, 456.237, 4.401, 244.605, 10.385, 1975.334, 2543.262, 1819.561, -1765.198, 60.05, 0.716, 0.0, 0.051, , , , , , , , 
3607112450.68, 456.082, 4.404, 243.976, 10.387, 1975.533, 2539.539, 1816.927, -1764.324, 60.05, 0.716, 0.0, 0.052, , , , , , , , 
3607112451.68, 455.179, 4.41, 243.985, 10.391, 1974.369, 2539.099, 1817.747, -1761.462, 60.051, 0.716, 0.0, 0.052, , , , , , , , 
3607112452.01, 455.185, 4.412, 244.015, 10.375, 1974.922, 2534.215, 1816.453, -1755.703, 60.051, 0.717, 0.0, 0.051, , , , , , , , 
3607112452.01, 455.185, 4.412, 244.015, 10.375, 1974.922, 2534.215, 1816.453, -1755.703, 60.051, 0.717, 0.0, 0.051, 244.015, -1755.703, 244.2, -1211.2, -2200.0, -61.2, 988.8, 1150.0
3607112452.68, 455.317, 4.41, 243.605, 10.408, 1974.78, 2540.492, 1811.511, -1769.387, 60.051, 0.713, 0.0, 0.332, , , , , , , , 
3607112453.68, 455.161, 4.412, 243.426, 10.435, 1975.159, 2542.049, 1820.4, -1763.588, 60.051, 0.716, 0.0, 0.05, , , , , , , , 
3607112454.68, 456.086, 4.404, 243.392, 10.434, 1975.091, 2542.668, 1822.545, -1761.525, 60.051, 0.717, 0.0, 0.051, , , , , , , , 
3607112454.68, 456.086, 4.404, 243.392, 10.434, 1975.091, 2542.668, 1822.545, -1761.525, 60.051, 0.717, 0.0, 0.051, 243.392, -1761.525, 243.6, -744.0, -1894.0, 400.0, 1150.0, 1144.0
3607112454.68, 456.086, 4.404, 243.392, 10.434, 1975.091, 2542.668, 1822.545, -1761.525, 60.051, 0.717, 0.0, 0.051, , , , , , , , 
3607112455.68, 456.075, 4.403, 242.785, 10.445, 1975.47, 2540.615, 1816.774, -1765.856, 60.05, 0.715, 0.0, 0.05, , , , , , , , 
3607112456.68, 456.18, 4.403, 242.816, 10.433, 1975.72, 2537.189, 1811.861, -1764.967, 60.05, 0.714, 0.0, 0.051, , , , , , , , 
3607112457.01, 456.206, 4.403, 242.815, 10.438, 1974.83, 2536.718, 1818.93, -1757.001, 60.051, 0.717, 0.0, 0.052, , , , , , , , 
3607112457.01, 456.206, 4.403, 242.815, 10.438, 1974.83, 2536.718, 1818.93, -1757.001, 60.051, 0.717, 0.0, 0.052, 242.815, -1757.001, 243.0, -311.2, -1461.2, 400.0, 1150.0, 711.2
3607112457.68, 456.185, 4.404, 242.396, 10.454, 1975.842, 2538.019, 1814.692, -1762.65, 60.05, 0.715, 0.0, 0.328, , , , , , , , 
3607112458.68, 457.192, 4.396, 242.194, 10.46, 1976.675, 2536.474, 1817.239, -1758.827, 60.051, 0.717, 0.0, 0.053, , , , , , , , 
3607112459.68, 457.235, 4.395, 242.182, 10.482, 1976.309, 2540.804, 1826.506, -1754.902, 60.05, 0.719, 0.0, 0.05, , , , , , , , 
3607112459.68, 457.235, 4.395, 242.182, 10.482, 1976.309, 2540.804, 1826.506, -1754.902, 60.05, 0.719, 0.0, 0.05, 242.182, -1754.902, 242.4, 0.0, -986.5, 400.0, 986.5, 400.0
3607112459.68, 457.235, 4.395, 242.182, 10.482, 1976.309, 2540.804, 1826.506, -1754.902, 60.05, 0.719, 0.0, 0.05, , , , , , , , 
3607112460.68, 457.072, 4.396, 241.062, 10.268, 1976.14, 2476.492, 1831.565, -1655.297, 60.051, 0.74, 0.0, 0.051, , , , , , , , 
