TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607112153.35, 509.669, 5.457, 259.215, 12.058, 2741.306, 3127.694, 2548.686, -1796.504, 60.051, 0.815, 0.0, 0.06, , , , , , , , 
3607112154.35, 510.985, 5.509, 259.157, 12.046, 2744.062, 3125.435, 2547.058, -1794.032, 60.05, 0.815, 0.0, 0.055, , , , , , , , 
3607112155.01, 509.913, 5.46, 259.159, 12.054, 2740.612, 3129.238, 2546.225, -1802.445, 60.051, 0.814, 0.0, 0.055, , , , , , , , 
3607112155.01, 509.913, 5.46, 259.159, 12.054, 2740.612, 3129.238, 2546.225, -1802.445, 60.051, 0.814, 0.0, 0.055, 259.159, -1802.445, 259.2, -1800.0, -2200.0, -1400.0, 400.0, 400.0
3607112155.68, 511.17, 5.444, 254.475, 12.245, 2729.992, 3116.407, 2546.061, -1784.348, 60.051, 0.817, 0.0, 0.051, , , , , , , , 
3607112156.35, 511.066, 5.459, 254.336, 12.215, 2732.982, 3110.116, 2532.738, -1789.543, 60.051, 0.814, 0.0, 0.055, , , , , , , , 
3607112157.68, 510.399, 5.455, 254.396, 12.259, 2736.943, 3121.21, 2545.606, -1789.701, 60.051, 0.816, 0.0, 0.055, , , , , , , , 
3607112157.68, 510.399, 5.455, 254.396, 12.259, 2736.943, 3121.21, 2545.606, -1789.701, 60.051, 0.816, 0.0, 0.055, 254.396, -1789.701, 254.4, -1800.0, -2200.0, -1400.0, 400.0, 400.0
3607112157.68, 510.399, 5.455, 254.396, 12.259, 2736.943, 3121.21, 2545.606, -1789.701, 60.051, 0.816, 0.0, 0.055, , , , , , , , 
3607112158.35, 508.736, 5.518, 249.545, 12.543, 2759.152, 3134.033, 2566.999, -1783.369, 60.051, 0.819, 0.0, 0.055, , , , , , , , 
3607112159.35, 509.222, 5.506, 249.521, 12.525, 2754.248, 3128.397, 2560.017, -1784.131, 60.051, 0.818, 0.0, 0.056, , , , , , , , 
3607112160.01, 510.632, 5.479, 249.502, 12.488, 2740.601, 3117.857, 2541.016, -1792.105, 60.05, 0.815, 0.0, 0.055, , , , , , , , 
3607112160.01, 510.632, 5.479, 249.502, 12.488, 2740.601, 3117.857, 2541.016, -1792.105, 60.05, 0.815, 0.0, 0.055, 249.502, -1792.105, 249.6, -1800.0, -2200.0, -1400.0, 400.0, 400.0
3607112160.35, 509.92, 5.486, 249.259, 12.508, 2745.452, 3121.601, 2552.383, -1782.538, 60.051, 0.818, 0.0, 0.328, , , , , , , , 
3607112161.68, 511.544, 5.483, 244.729, 12.692, 2734.512, 3108.536, 2538.021, -1780.689, 60.05, 0.817, 0.0, 0.053, , , , , , , , 
3607112162.35, 509.439, 5.481, 244.692, 12.743, 2747.923, 3120.315, 2553.54, -1781.86, 60.051, 0.818, 0.0, 0.055, , , , , , , , 
