TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607112296.68, 512.209, 5.367, 221.124, 13.256, 2708.229, 2932.535, 2551.465, 1438.205, 60.05, -0.87, 0.0, 0.054, , , , , , , , 
3607112297.68, 511.769, 5.388, 221.105, 13.292, 2715.305, 2939.949, 2559.476, 1438.908, 60.05, -0.871, 0.0, 0.053, , , , , , , , 
3607112298.35, 511.879, 5.394, 221.129, 13.294, 2715.29, 2940.624, 2559.862, 1439.658, 60.051, -0.871, 0.0, 0.051, , , , , , , , 
3607112298.35, 511.879, 5.394, 221.129, 13.294, 2715.29, 2940.624, 2559.862, 1439.658, 60.051, -0.871, 0.0, 0.051, 221.129, 1439.658, 220.8, 1800.0, 1400.0, 2200.0, 400.0, 400.0
3607112299.01, 511.082, 5.611, 225.818, 13.177, 2760.505, 2977.79, 2602.836, 1438.548, 60.051, -0.874, 0.0, 0.053, , , , , , , , 
3607112299.68, 512.442, 5.395, 225.903, 12.994, 2712.517, 2936.802, 2559.17, 1432.86, 60.05, -0.871, 0.0, 0.054, , , , , , , , 
3607112300.68, 512.428, 5.376, 225.903, 12.966, 2708.782, 2931.358, 2552.628, 1436.296, 60.05, -0.871, 0.0, 0.054, , , , , , , , 
3607112301.01, 511.797, 5.392, 225.895, 13.033, 2716.314, 2944.963, 2565.695, 1438.011, 60.051, -0.871, 0.0, 0.053, 225.903, 1436.296, 225.6, 1800.0, 1400.0, 2200.0, 400.0, 400.0
3607112301.01, 511.797, 5.392, 225.895, 13.033, 2716.314, 2944.963, 2565.695, 1438.011, 60.051, -0.871, 0.0, 0.053, , , , , , , , 
3607112301.68, 517.938, 5.46, 230.701, 12.701, 2682.36, 2928.673, 2545.144, 1436.184, 60.05, -0.869, 0.0, 0.052, , , , , , , , 
3607112302.68, 512.075, 5.384, 230.795, 12.727, 2712.093, 2939.127, 2562.932, 1431.084, 60.05, -0.872, 0.0, 0.052, , , , , , , , 
3607112303.35, 513.673, 5.377, 230.756, 12.739, 2700.027, 2939.754, 2560.603, 1435.777, 60.05, -0.871, 0.0, 0.049, , , , , , , , 
3607112303.35, 513.673, 5.377, 230.756, 12.739, 2700.027, 2939.754, 2560.603, 1435.777, 60.05, -0.871, 0.0, 0.049, 230.756, 1435.777, 230.4, 1800.0, 1400.0, 2200.0, 400.0, 400.0
3607112304.01, 509.179, 6.504, 235.043, 11.902, 2871.454, 2822.613, 2672.65, 717.542, 60.052, -0.947, 0.0, 0.051, , , , , , , , 
3607112305.01, 447.909, 6.745, 235.421, 12.046, 2985.096, 2836.669, 2824.963, -191.191, 60.05, 0.996, 0.0, 0.053, , , , , , , , 
3607112306.01, 448.683, 6.737, 235.452, 12.034, 2987.358, 2834.872, 2821.901, -209.539, 60.051, 0.995, 0.0, 0.052, , , , , , , , 
3607112306.01, 448.683, 6.737, 235.452, 12.034, 2987.358, 2834.872, 2821.901, -209.539, 60.051, 0.995, 0.0, 0.052, 235.452, -209.539, 235.2, 1611.0, 461.0, 2200.0, 1150.0, 589.0
3607112306.01, 448.683, 6.737, 235.452, 12.034, 2987.358, 2834.872, 2821.901, -209.539, 60.051, 0.995, 0.0, 0.052, , , , , , , , 
3607112307.01, 448.794, 6.736, 235.999, 11.953, 2987.22, 2822.915, 2811.002, -197.148, 60.051, 0.996, 0.0, 0.054, , , , , , , , 
3607112307.68, 448.761, 6.736, 236.016, 11.97, 2986.806, 2827.387, 2815.104, -202.123, 60.051, 0.996, 0.0, 0.053, , , , , , , , 
3607112308.35, 448.758, 6.736, 236.058, 12.009, 2986.913, 2835.064, 2823.461, -194.843, 60.051, 0.996, 0.0, 0.053, , , , , , , , 
3607112308.35, 448.758, 6.736, 236.058, 12.009, 2986.913, 2835.064, 2823.461, -194.843, 60.051, 0.996, 0.0, 0.053, 236.058, -194.843, 235.8, 1156.5, 6.5, 2200.0, 1150.0, 1043.5
3607112308.68, 447.909, 6.745, 235.994, 11.964, 2984.663, 2827.41, 2814.623, -209.812, 60.05, 0.996, 0.0, 0.333, , , , , , , , 
3607112310.01, 447.797, 6.747, 236.613, 11.934, 2984.403, 2826.066, 2813.105, -209.414, 60.05, 0.995, 0.0, 0.052, , , , , , , , 
3607112311.01, 447.709, 6.748, 236.628, 11.969, 2985.141, 2833.426, 2820.575, -211.455, 60.051, 0.996, 0.0, 0.052, , , , , , , , 
3607112311.01, 447.709, 6.748, 236.628, 11.969, 2985.141, 2833.426, 2820.575, -211.455, 60.051, 0.996, 0.0, 0.052, 236.628, -211.455, 236.4, 729.0, -400.0, 1879.0, 1129.0, 1150.0
3607112311.01, 447.709, 6.748, 236.628, 11.969, 2985.141, 2833.426, 2820.575, -211.455, 60.051, 0.996, 0.0, 0.052, , , , , , , , 
3607112312.01, 448.754, 6.737, 237.203, 11.899, 2987.068, 2825.744, 2813.633, -198.53, 60.05, 0.996, 0.0, 0.053, , , , , , , , 
3607112313.01, 448.76, 6.736, 237.191, 11.933, 2986.586, 2832.705, 2820.271, -204.712, 60.05, 0.996, 0.0, 0.054, , , , , , , , 
3607112313.35, 448.827, 6.738, 237.23, 11.958, 2987.061, 2836.54, 2824.681, -194.059, 60.05, 0.996, 0.0, 0.052, , , , , , , , 
3607112313.35, 448.827, 6.738, 237.23, 11.958, 2987.061, 2836.54, 2824.681, -194.059, 60.05, 0.996, 0.0, 0.052, 237.23, -194.059, 237.0, 277.5, -400.0, 1427.5, 677.5, 1150.0
3607112313.68, 448.732, 6.736, 237.233, 11.905, 2986.372, 2826.862, 2814.309, -205.586, 60.05, 0.996, 0.0, 0.331, , , , , , , , 
