TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607113400.35, 461.44, 2.526, 259.492, 5.269, 1025.445, 1369.465, 946.567, -959.74, 60.05, 0.692, 0.0, 0.049, , , , , , , , 
3607113401.35, 464.141, 1.333, 259.606, 3.766, 588.697, 981.825, 526.756, -804.396, 60.051, 0.537, 0.0, 0.053, , , , , , , , 
3607113402.01, 463.407, 1.335, 259.6, 3.757, 588.557, 982.559, 514.366, -811.954, 60.05, 0.524, 0.0, 0.052, , , , , , , , 
3607113402.01, 463.407, 1.335, 259.6, 3.757, 588.557, 982.559, 514.366, -811.954, 60.05, 0.524, 0.0, 0.052, 259.6, -811.954, 259.8, -900.0, -1300.0, -500.0, 400.0, 400.0
3607113402.35, 463.744, 1.334, 257.441, 3.857, 588.457, 996.231, 540.693, -809.203, 60.05, 0.543, 0.0, 0.331, , , , , , , , 
3607113403.35, 464.313, 1.334, 255.341, 3.858, 588.655, 991.899, 537.503, -808.392, 60.05, 0.542, 0.0, 0.05, , , , , , , , 
3607113404.35, 463.9, 1.333, 255.349, 3.792, 588.036, 970.887, 523.262, -792.903, 60.05, 0.539, 0.0, 0.051, , , , , , , , 
3607113404.35, 463.9, 1.333, 255.349, 3.792, 588.036, 970.887, 523.262, -792.903, 60.05, 0.539, 0.0, 0.051, 255.349, -792.903, 255.6, -900.0, -1300.0, -500.0, 400.0, 400.0
3607113404.35, 463.9, 1.333, 255.349, 3.792, 588.036, 970.887, 523.262, -792.903, 60.05, 0.539, 0.0, 0.051, , , , , , , , 
3607113405.35, 465.083, 1.333, 251.162, 3.945, 588.957, 991.504, 541.431, -805.993, 60.051, 0.546, 0.0, 0.049, , , , , , , , 
3607113406.35, 464.679, 1.331, 251.15, 3.887, 588.767, 978.684, 531.58, -800.309, 60.05, 0.543, 0.0, 0.049, , , , , , , , 
3607113407.01, 464.712, 1.332, 251.178, 3.81, 588.338, 964.837, 519.527, -791.138, 60.051, 0.539, 0.0, 0.05, , , , , , , , 
3607113407.01, 464.712, 1.332, 251.178, 3.81, 588.338, 964.837, 519.527, -791.138, 60.051, 0.539, 0.0, 0.05, 251.178, -791.138, 251.4, -900.0, -1300.0, -500.0, 400.0, 400.0
3607113407.35, 464.997, 1.332, 249.022, 3.938, 588.578, 981.832, 534.772, -801.047, 60.051, 0.545, 0.0, 0.331, , , , , , , , 
3607113408.35, 465.217, 1.331, 246.888, 3.917, 588.086, 971.279, 531.552, -793.87, 60.051, 0.548, 0.0, 0.052, , , , , , , , 
3607113409.35, 465.029, 1.328, 246.833, 4.035, 588.214, 998.173, 547.098, -815.024, 60.051, 0.548, 0.0, 0.051, , , , , , , , 
3607113409.35, 465.029, 1.328, 246.833, 4.035, 588.214, 998.173, 547.098, -815.024, 60.051, 0.548, 0.0, 0.051, 246.833, -815.024, 247.2, -762.4, -1300.0, 12.6, 537.6, 775.0
3607113409.35, 465.029, 1.328, 246.833, 4.035, 588.214, 998.173, 547.098, -815.024, 60.051, 0.548, 0.0, 0.051, , , , , , , , 
3607113410.35, 465.19, 1.33, 246.255, 3.882, 588.399, 961.009, 524.311, -786.363, 60.05, 0.546, 0.0, 0.05, , , , , , , , 
3607113411.35, 465.151, 1.329, 246.274, 3.924, 588.361, 971.872, 528.222, -795.946, 60.051, 0.544, 0.0, 0.05, , , , , , , , 
3607113412.01, 463.902, 1.334, 246.293, 4.018, 588.67, 991.649, 541.667, -812.223, 60.051, 0.547, 0.0, 0.05, , , , , , , , 
3607113412.01, 463.902, 1.334, 246.293, 4.018, 588.67, 991.649, 541.667, -812.223, 60.051, 0.547, 0.0, 0.05, 246.293, -812.223, 246.6, -559.9, -1300.0, 215.1, 740.1, 775.0
3607113412.35, 464.082, 1.333, 246.023, 3.95, 588.598, 977.838, 528.924, -803.477, 60.051, 0.541, 0.0, 0.326, , , , , , , , 
3607113413.35, 464.11, 1.335, 245.621, 3.981, 588.959, 981.981, 532.339, -806.262, 60.051, 0.542, 0.0, 0.052, , , , , , , , 
3607113414.35, 464.215, 1.332, 245.66, 3.949, 588.261, 974.051, 525.785, -800.043, 60.051, 0.54, 0.0, 0.052, , , , , , , , 
3607113414.35, 464.215, 1.332, 245.66, 3.949, 588.261, 974.051, 525.785, -800.043, 60.051, 0.54, 0.0, 0.052, 245.66, -800.043, 246.0, -322.5, -1097.5, 400.0, 775.0, 722.5
3607113414.35, 464.215, 1.332, 245.66, 3.949, 588.261, 974.051, 525.785, -800.043, 60.051, 0.54, 0.0, 0.052, , , , , , , , 
3607113415.35, 464.733, 1.328, 245.035, 4.007, 587.879, 986.092, 538.048, -808.687, 60.051, 0.546, 0.0, 0.051, , , , , , , , 
3607113416.35, 465.192, 1.331, 245.069, 4.043, 588.632, 993.546, 545.164, -811.13, 60.051, 0.549, 0.0, 0.053, , , , , , , , 
3607113416.68, 465.246, 1.332, 245.067, 3.906, 589.075, 964.305, 522.395, -791.557, 60.051, 0.542, 0.0, 0.053, , , , , , , , 
3607113417.01, 464.931, 1.33, 245.079, 3.98, 588.654, 977.86, 538.51, -798.126, 60.051, 0.551, 0.0, 0.052, 245.067, -791.557, 245.4, -100.1, -875.1, 400.0, 775.0, 500.1
3607113417.35, 465.45, 1.331, 244.82, 3.983, 588.808, 979.396, 531.567, -802.501, 60.051, 0.543, 0.0, 0.327, , , , , , , , 
3607113418.35, 466.518, 1.326, 244.506, 3.889, 588.084, 954.571, 526.36, -777.596, 60.05, 0.552, 0.0, 0.053, , , , , , , , 
3607113419.35, 466.086, 1.328, 244.466, 3.905, 588.343, 958.957, 525.982, -783.496, 60.05, 0.549, 0.0, 0.052, , , , , , , , 
3607113419.35, 466.086, 1.328, 244.466, 3.905, 588.343, 958.957, 525.982, -783.496, 60.05, 0.549, 0.0, 0.052, 244.466, -783.496, 244.8, 0.0, -649.7, 400.0, 649.7, 400.0
3607113419.35, 466.086, 1.328, 244.466, 3.905, 588.343, 958.957, 525.982, -783.496, 60.05, 0.549, 0.0, 0.052, , , , , , , , 
3607113420.35, 465.728, 1.326, 242.286, 2.547, 588.146, 618.915, 554.054, -216.367, 60.051, 0.897, 0.0, 0.052, , , , , , , , 
3607113421.35, 466.062, 1.325, 242.111, 2.356, 588.303, 575.338, 547.483, -118.966, 60.051, 0.953, 0.0, 0.05, , , , , , , , 
3607113422.01, 466.705, 1.325, 242.142, 2.431, 588.225, 592.111, 564.505, -119.103, 60.051, 0.955, 0.0, 0.054, , , , , , , , 
3607113422.01, 466.705, 1.325, 242.142, 2.431, 588.225, 592.111, 564.505, -119.103, 60.051, 0.955, 0.0, 0.054, 242.142, -119.103, 242.4, 0.0, -400.0, 400.0, 400.0, 400.0
3607113422.35, 466.567, 1.325, 241.169, 2.39, 588.528, 581.619, 552.763, -122.357, 60.051, 0.953, 0.0, 0.334, , , , , , , , 
3607113423.35, 466.593, 1.323, 239.784, 2.396, 587.608, 578.993, 551.363, -121.529, 60.051, 0.954, 0.0, 0.051, , , , , , , , 
3607113424.35, 466.57, 1.324, 239.773, 2.415, 588.055, 582.839, 554.119, -121.994, 60.05, 0.952, 0.0, 0.053, , , , , , , , 
3607113424.35, 466.57, 1.324, 239.773, 2.415, 588.055, 582.839, 554.119, -121.994, 60.05, 0.952, 0.0, 0.053, 239.773, -121.994, 240.0, 0.0, -400.0, 400.0, 400.0, 400.0
3607113424.35, 466.57, 1.324, 239.773, 2.415, 588.055, 582.839, 554.119, -121.994, 60.05, 0.952, 0.0, 0.053, , , , , , , , 
3607113425.35, 467.434, 1.321, 237.372, 2.436, 588.359, 582.02, 556.09, -113.785, 60.051, 0.957, 0.0, 0.05, , , , , , , , 
3607113426.35, 467.615, 1.32, 237.377, 2.444, 587.888, 583.682, 558.109, -113.323, 60.05, 0.958, 0.0, 0.052, , , , , , , , 
3607113426.68, 467.484, 1.321, 237.323, 2.417, 587.797, 578.412, 552.792, -114.611, 60.05, 0.957, 0.0, 0.05, , , , , , , , 
3607113427.01, 467.46, 1.322, 237.355, 2.431, 588.154, 581.093, 556.478, -110.93, 60.05, 0.959, 0.0, 0.051, 237.323, -114.611, 237.6, 0.0, -400.0, 400.0, 400.0, 400.0
3607113427.35, 467.683, 1.323, 236.788, 2.484, 588.371, 591.895, 566.896, -110.798, 60.051, 0.959, 0.0, 0.332, , , , , , , , 
3607113428.35, 468.647, 1.318, 234.979, 2.462, 587.609, 582.036, 556.782, -115.966, 60.051, 0.958, 0.0, 0.051, , , , , , , , 
3607113429.35, 468.521, 1.318, 234.972, 2.469, 587.579, 584.119, 558.677, -113.866, 60.051, 0.958, 0.0, 0.054, , , , , , , , 
3607113429.35, 468.521, 1.318, 234.972, 2.469, 587.579, 584.119, 558.677, -113.866, 60.051, 0.958, 0.0, 0.054, 234.972, -113.866, 235.2, 85.5, -400.0, 860.5, 485.5, 775.0
3607113429.35, 468.521, 1.318, 234.972, 2.469, 587.579, 584.119, 558.677, -113.866, 60.051, 0.958, 0.0, 0.054, , , , , , , , 
3607113430.35, 468.443, 1.319, 234.311, 2.455, 587.832, 579.449, 556.504, -105.11, 60.051, 0.962, 0.0, 0.05, , , , , , , , 
3607113431.35, 468.481, 1.319, 234.355, 2.424, 587.885, 572.091, 547.496, -108.041, 60.05, 0.958, 0.0, 0.05, , , , , , , , 
3607113432.01, 467.381, 1.322, 234.347, 2.434, 587.868, 574.67, 550.9, -108.97, 60.05, 0.96, 0.0, 0.052, , , , , , , , 
3607113432.01, 467.381, 1.322, 234.347, 2.434, 587.868, 574.67, 550.9, -108.97, 60.05, 0.96, 0.0, 0.052, 234.347, -108.97, 234.6, 319.9, -400.0, 1094.9, 719.9, 775.0
3607113432.35, 467.531, 1.322, 234.193, 2.458, 588.312, 580.248, 556.023, -111.835, 60.051, 0.959, 0.0, 0.327, , , , , , , , 
3607113433.35, 467.499, 1.322, 233.77, 2.455, 588.695, 578.892, 553.946, -114.861, 60.051, 0.958, 0.0, 0.05, , , , , , , , 
3607113434.35, 467.589, 1.321, 233.756, 2.466, 587.907, 581.107, 556.365, -112.815, 60.051, 0.959, 0.0, 0.041, , , , , , , , 
3607113434.35, 467.589, 1.321, 233.756, 2.466, 587.907, 581.107, 556.365, -112.815, 60.051, 0.959, 0.0, 0.041, 233.756, -112.815, 234.0, 541.5, -233.5, 1300.0, 775.0, 758.5
3607113434.35, 467.589, 1.321, 233.756, 2.466, 587.907, 581.107, 556.365, -112.815, 60.051, 0.959, 0.0, 0.041, , , , , , , , 
3607113435.35, 468.537, 1.317, 232.714, 2.534, 587.784, 594.439, 568.385, -114.402, 60.05, 0.958, 0.0, 0.053, , , , , , , , 
3607113436.35, 468.501, 1.317, 233.129, 2.452, 587.222, 576.133, 552.529, -109.769, 60.051, 0.96, 0.0, 0.05, , , , , , , , 
3607113437.01, 468.463, 1.318, 233.166, 2.482, 588.035, 582.448, 558.763, -108.445, 60.05, 0.961, 0.0, 0.052, , , , , , , , 
3607113437.01, 468.463, 1.318, 233.166, 2.482, 588.035, 582.448, 558.763, -108.445, 60.05, 0.961, 0.0, 0.052, 233.166, -108.445, 233.4, 762.7, -12.3, 1300.0, 775.0, 537.3
3607113437.35, 468.41, 1.319, 232.875, 2.483, 587.773, 582.306, 557.851, -111.72, 60.05, 0.959, 0.0, 0.328, , , , , , , , 
3607113438.35, 467.555, 1.32, 232.547, 2.483, 588.028, 581.499, 567.036, -47.022, 60.051, 0.976, 0.0, 0.052, , , , , , , , 
3607113439.35, 467.504, 1.32, 232.526, 2.465, 588.28, 576.884, 562.803, -32.455, 60.051, 0.977, 0.0, 0.053, , , , , , , , 
3607113439.35, 467.504, 1.32, 232.526, 2.465, 588.28, 576.884, 562.803, -32.455, 60.051, 0.977, 0.0, 0.053, 232.526, -32.455, 232.8, 900.0, 227.7, 1300.0, 672.3, 400.0
3607113439.35, 467.504, 1.32, 232.526, 2.465, 588.28, 576.884, 562.803, -32.455, 60.051, 0.977, 0.0, 0.053, , , , , , , , 
3607113440.35, 467.64, 1.321, 228.513, 3.432, 587.671, 788.056, 569.633, 532.94, 60.05, -0.724, 0.0, 0.05, , , , , , , , 
3607113441.35, 467.335, 1.322, 228.321, 3.421, 588.529, 785.416, 565.836, 534.307, 60.051, -0.721, 0.0, 0.049, , , , , , , , 
