TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607113591.35, 464.518, 1.333, 259.512, 3.735, 587.982, 973.84, 519.004, -794.064, 60.05, 0.533, 0.0, 0.05, , , , , , , , 
3607113592.35, 465.324, 1.331, 259.441, 3.904, 588.328, 1017.511, 553.457, -826.866, 60.05, 0.544, 0.0, 0.053, , , , , , , , 
3607113592.68, 465.431, 1.334, 259.392, 3.833, 588.903, 999.902, 534.073, -819.925, 60.05, 0.534, 0.0, 0.053, , , , , , , , 
3607113592.68, 465.431, 1.334, 259.392, 3.833, 588.903, 999.902, 534.073, -819.925, 60.05, 0.534, 0.0, 0.053, 259.392, -819.925, 259.8, -900.0, -1300.0, -500.0, 400.0, 400.0
3607113593.35, 465.482, 1.335, 259.214, 3.835, 589.328, 999.176, 536.315, -816.818, 60.05, 0.537, 0.0, 0.325, , , , , , , , 
3607113594.35, 464.879, 1.333, 255.275, 3.853, 588.274, 988.692, 534.739, -809.244, 60.05, 0.541, 0.0, 0.05, , , , , , , , 
3607113595.35, 466.108, 1.33, 255.233, 3.829, 588.472, 982.132, 529.425, -802.74, 60.05, 0.54, 0.0, 0.051, , , , , , , , 
3607113595.35, 466.108, 1.33, 255.233, 3.829, 588.472, 982.132, 529.425, -802.74, 60.05, 0.54, 0.0, 0.051, 255.233, -802.74, 255.6, -900.0, -1300.0, -500.0, 400.0, 400.0
3607113595.68, 466.072, 1.331, 255.232, 3.881, 588.552, 995.315, 537.833, -811.648, 60.05, 0.541, 0.0, 0.052, , , , , , , , 
3607113596.35, 465.695, 1.331, 251.081, 3.902, 588.636, 984.625, 533.227, -805.298, 60.051, 0.542, 0.0, 0.05, , , , , , , , 
3607113597.35, 465.319, 1.33, 250.989, 3.916, 588.34, 987.566, 542.725, -804.988, 60.05, 0.55, 0.0, 0.051, , , , , , , , 
3607113598.01, 465.11, 1.329, 251.066, 3.958, 587.824, 998.708, 542.034, -819.459, 60.051, 0.543, 0.0, 0.053, , , , , , , , 
3607113598.01, 465.11, 1.329, 251.066, 3.958, 587.824, 998.708, 542.034, -819.459, 60.051, 0.543, 0.0, 0.053, 251.066, -819.459, 251.4, -900.0, -1300.0, -500.0, 400.0, 400.0
3607113598.35, 466.227, 1.327, 250.659, 3.872, 588.494, 975.457, 528.14, -799.416, 60.05, 0.542, 0.0, 0.33, , , , , , , , 
3607113599.35, 466.098, 1.328, 246.754, 3.987, 588.264, 989.108, 543.198, -808.356, 60.05, 0.549, 0.0, 0.055, , , , , , , , 
3607113600.35, 466.362, 1.328, 246.77, 3.953, 588.377, 979.947, 539.806, -799.872, 60.05, 0.551, 0.0, 0.052, , , , , , , , 
3607113600.35, 466.362, 1.328, 246.77, 3.953, 588.377, 979.947, 539.806, -799.872, 60.05, 0.551, 0.0, 0.052, 246.77, -799.872, 247.2, -738.7, -1300.0, 36.3, 561.3, 775.0
3607113600.35, 466.362, 1.328, 246.77, 3.953, 588.377, 979.947, 539.806, -799.872, 60.05, 0.551, 0.0, 0.052, , , , , , , , 
3607113601.35, 465.939, 1.327, 246.184, 3.965, 588.737, 981.428, 541.237, -799.093, 60.051, 0.552, 0.0, 0.054, , , , , , , , 
