TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607113256.68, 458.867, 4.38, 220.271, 9.032, 1976.536, 1989.246, 1880.645, 637.637, 60.05, -0.946, 0.0, 0.051, , , , , , , , 
3607113257.68, 458.831, 4.379, 220.266, 8.96, 1977.039, 1978.089, 1868.604, 635.886, 60.05, -0.945, 0.0, 0.052, , , , , , , , 
3607113258.01, 458.816, 4.382, 220.282, 9.048, 1977.488, 1995.836, 1884.439, 645.268, 60.051, -0.944, 0.0, 0.051, , , , , , , , 
3607113258.01, 458.816, 4.382, 220.282, 9.048, 1977.488, 1995.836, 1884.439, 645.268, 60.051, -0.944, 0.0, 0.051, 220.282, 645.268, 220.2, 900.0, 500.0, 1300.0, 400.0, 400.0
3607113258.68, 457.739, 4.389, 223.776, 8.796, 1976.414, 1975.173, 1865.776, 634.695, 60.05, -0.945, 0.0, 0.326, , , , , , , , 
3607113259.68, 457.918, 4.388, 224.446, 8.859, 1976.295, 1990.938, 1881.292, 638.99, 60.051, -0.945, 0.0, 0.049, , , , , , , , 
3607113260.68, 457.905, 4.388, 224.5, 8.856, 1976.745, 1990.826, 1881.812, 637.26, 60.051, -0.945, 0.0, 0.052, , , , , , , , 
3607113260.68, 457.905, 4.388, 224.5, 8.856, 1976.745, 1990.826, 1881.812, 637.26, 60.051, -0.945, 0.0, 0.052, 224.5, 637.26, 224.4, 900.0, 500.0, 1300.0, 400.0, 400.0
3607113260.68, 457.905, 4.388, 224.5, 8.856, 1976.745, 1990.826, 1881.812, 637.26, 60.051, -0.945, 0.0, 0.052, , , , , , , , 
3607113261.68, 458.854, 4.38, 228.681, 8.742, 1976.873, 1998.137, 1887.264, 644.545, 60.05, -0.945, 0.0, 0.05, , , , , , , , 
3607113262.68, 458.892, 4.379, 228.653, 8.692, 1976.523, 1991.32, 1880.958, 640.586, 60.05, -0.945, 0.0, 0.049, , , , , , , , 
3607113263.01, 458.826, 4.38, 228.645, 8.697, 1977.192, 1991.704, 1882.542, 638.066, 60.05, -0.945, 0.0, 0.05, , , , , , , , 
3607113263.01, 458.826, 4.38, 228.645, 8.697, 1977.192, 1991.704, 1882.542, 638.066, 60.05, -0.945, 0.0, 0.05, 228.645, 638.066, 228.6, 900.0, 500.0, 1300.0, 400.0, 400.0
3607113263.68, 458.76, 4.379, 232.109, 8.313, 1976.877, 1942.423, 1862.853, 509.581, 60.051, -0.959, 0.0, 0.338, , , , , , , , 
3607113264.68, 459.209, 4.378, 232.805, 8.068, 1976.826, 1882.477, 1868.179, -172.629, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607113265.68, 459.835, 4.371, 232.855, 8.082, 1977.508, 1885.457, 1871.362, -171.466, 60.05, 0.993, 0.0, 0.051, , , , , , , , 
3607113265.68, 459.835, 4.371, 232.855, 8.082, 1977.508, 1885.457, 1871.362, -171.466, 60.05, 0.993, 0.0, 0.051, 232.855, -171.466, 232.8, 879.4, 104.4, 1300.0, 775.0, 420.6
3607113265.68, 459.835, 4.371, 232.855, 8.082, 1977.508, 1885.457, 1871.362, -171.466, 60.05, 0.993, 0.0, 0.051, , , , , , , , 
3607113266.68, 459.941, 4.372, 233.414, 8.108, 1977.45, 1892.609, 1878.733, -172.097, 60.05, 0.993, 0.0, 0.054, , , , , , , , 
3607113267.68, 459.875, 4.372, 233.417, 8.101, 1977.332, 1893.617, 1878.405, -179.854, 60.05, 0.992, 0.0, 0.051, , , , , , , , 
3607113268.01, 459.674, 4.373, 233.446, 8.06, 1976.8, 1885.769, 1870.519, -180.597, 60.05, 0.992, 0.0, 0.051, , , , , , , , 
3607113268.01, 459.674, 4.373, 233.446, 8.06, 1976.8, 1885.769, 1870.519, -180.597, 60.05, 0.992, 0.0, 0.051, 233.446, -180.597, 233.4, 657.7, -117.3, 1300.0, 775.0, 642.3
3607113268.68, 458.745, 4.38, 233.941, 8.012, 1977.245, 1880.855, 1866.903, -174.716, 60.05, 0.993, 0.0, 0.327, , , , , , , , 
3607113269.68, 458.739, 4.38, 234.037, 8.037, 1976.886, 1885.131, 1870.913, -172.036, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607113270.68, 458.944, 4.378, 234.011, 8.032, 1977.196, 1883.053, 1868.776, -172.808, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607113270.68, 458.944, 4.378, 234.011, 8.032, 1977.196, 1883.053, 1868.776, -172.808, 60.051, 0.993, 0.0, 0.05, 234.011, -172.808, 234.0, 445.9, -329.1, 1220.9, 775.0, 775.0
3607113270.68, 458.944, 4.378, 234.011, 8.032, 1977.196, 1883.053, 1868.776, -172.808, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607113271.68, 457.833, 4.389, 234.61, 8.038, 1976.925, 1888.193, 1874.342, -174.524, 60.05, 0.993, 0.0, 0.05, , , , , , , , 
3607113272.68, 457.962, 4.387, 234.609, 8.007, 1976.433, 1882.964, 1868.321, -176.784, 60.05, 0.992, 0.0, 0.051, , , , , , , , 
3607113273.01, 457.941, 4.389, 234.625, 8.029, 1977.205, 1887.22, 1872.652, -174.304, 60.051, 0.992, 0.0, 0.049, , , , , , , , 
3607113273.01, 457.941, 4.389, 234.625, 8.029, 1977.205, 1887.22, 1872.652, -174.304, 60.051, 0.992, 0.0, 0.049, 234.625, -174.304, 234.6, 215.6, -400.0, 990.6, 615.6, 775.0
3607113273.68, 457.971, 4.385, 235.11, 7.97, 1976.067, 1879.184, 1864.901, -176.922, 60.05, 0.993, 0.0, 0.326, , , , , , , , 
3607113274.68, 457.759, 4.39, 235.235, 7.995, 1976.6, 1884.413, 1869.999, -172.145, 60.05, 0.992, 0.0, 0.048, , , , , , , , 
3607113275.68, 456.899, 4.395, 235.221, 8.014, 1975.744, 1888.405, 1874.212, -170.851, 60.05, 0.993, 0.0, 0.052, , , , , , , , 
3607113275.68, 456.899, 4.395, 235.221, 8.014, 1975.744, 1888.405, 1874.212, -170.851, 60.05, 0.993, 0.0, 0.052, 235.221, -170.851, 235.2, 0.0, -400.0, 767.1, 400.0, 767.1
3607113275.68, 456.899, 4.395, 235.221, 8.014, 1975.744, 1888.405, 1874.212, -170.851, 60.05, 0.993, 0.0, 0.052, , , , , , , , 
3607113276.68, 456.867, 4.395, 237.627, 7.951, 1975.574, 1892.019, 1877.647, -178.425, 60.05, 0.993, 0.0, 0.05, , , , , , , , 
3607113277.68, 456.875, 4.396, 237.583, 7.912, 1976.523, 1883.956, 1868.253, -183.931, 60.051, 0.992, 0.0, 0.051, , , , , , , , 
3607113278.01, 457.287, 4.394, 237.66, 7.934, 1976.14, 1888.831, 1873.676, -177.371, 60.05, 0.992, 0.0, 0.052, , , , , , , , 
3607113278.01, 457.287, 4.394, 237.66, 7.934, 1976.14, 1888.831, 1873.676, -177.371, 60.05, 0.992, 0.0, 0.052, 237.66, -177.371, 237.6, 0.0, -400.0, 400.0, 400.0, 400.0
3607113278.68, 457.743, 4.39, 239.535, 7.82, 1976.752, 1877.435, 1862.124, -181.887, 60.051, 0.992, 0.0, 0.332, , , , , , , , 
3607113279.68, 457.924, 4.39, 239.995, 7.856, 1977.131, 1888.94, 1873.35, -182.721, 60.05, 0.992, 0.0, 0.051, , , , , , , , 
3607113280.68, 457.824, 4.39, 239.978, 7.84, 1976.697, 1886.161, 1870.736, -180.075, 60.051, 0.992, 0.0, 0.051, , , , , , , , 
3607113280.68, 457.824, 4.39, 239.978, 7.84, 1976.697, 1886.161, 1870.736, -180.075, 60.051, 0.992, 0.0, 0.051, 239.978, -180.075, 240.0, 0.0, -400.0, 400.0, 400.0, 400.0
3607113280.68, 457.824, 4.39, 239.978, 7.84, 1976.697, 1886.161, 1870.736, -180.075, 60.051, 0.992, 0.0, 0.051, , , , , , , , 
3607113281.68, 456.868, 4.396, 242.281, 8.019, 1976.073, 1948.171, 1875.085, -497.311, 60.051, 0.963, 0.0, 0.049, , , , , , , , 
3607113282.68, 456.946, 4.394, 242.383, 8.028, 1975.964, 1949.807, 1866.262, -537.309, 60.051, 0.957, 0.0, 0.053, , , , , , , , 
3607113283.01, 456.934, 4.396, 242.327, 8.025, 1976.861, 1947.429, 1864.926, -533.417, 60.051, 0.958, 0.0, 0.051, , , , , , , , 
3607113283.01, 456.934, 4.396, 242.327, 8.025, 1976.861, 1947.429, 1864.926, -533.417, 60.051, 0.958, 0.0, 0.051, 242.327, -533.417, 242.4, 0.0, -400.0, 400.0, 400.0, 400.0
3607113283.68, 456.897, 4.396, 244.151, 8.061, 1976.016, 1975.205, 1851.952, -656.522, 60.051, 0.938, 0.0, 0.326, , , , , , , , 
3607113284.68, 457.301, 4.394, 244.757, 8.581, 1976.064, 2103.217, 1855.421, -972.174, 60.05, 0.882, 0.0, 0.051, , , , , , , , 
