TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607112730.68, 456.04, 6.653, 259.951, 11.584, 2997.815, 3010.253, 2824.858, -1010.905, 60.051, 0.938, 0.0, 0.049, , , , , , , , 
3607112731.68, 456.099, 6.654, 259.924, 11.512, 2997.428, 2995.975, 2808.903, -1013.809, 60.051, 0.938, 0.0, 0.049, , , , , , , , 
3607112732.01, 456.04, 6.656, 259.988, 11.599, 2998.175, 3018.994, 2836.879, -1009.186, 60.051, 0.94, 0.0, 0.049, , , , , , , , 
3607112732.01, 456.04, 6.656, 259.988, 11.599, 2998.175, 3018.994, 2836.879, -1009.186, 60.051, 0.94, 0.0, 0.049, 259.988, -1009.186, 259.8, -900.0, -1300.0, -500.0, 400.0, 400.0
3607112732.68, 456.193, 6.652, 255.904, 11.746, 2997.45, 3009.209, 2826.914, -1005.508, 60.051, 0.939, 0.0, 0.328, , , , , , , , 
3607112733.68, 457.1, 6.639, 255.784, 11.752, 2998.213, 3009.08, 2826.306, -1011.041, 60.051, 0.939, 0.0, 0.052, , , , , , , , 
3607112734.68, 457.121, 6.639, 255.739, 11.733, 2997.498, 3002.448, 2818.585, -1006.401, 60.051, 0.939, 0.0, 0.05, , , , , , , , 
3607112734.68, 457.121, 6.639, 255.739, 11.733, 2997.498, 3002.448, 2818.585, -1006.401, 60.051, 0.939, 0.0, 0.05, 255.739, -1006.401, 255.6, -900.0, -1300.0, -500.0, 400.0, 400.0
3607112734.68, 457.121, 6.639, 255.739, 11.733, 2997.498, 3002.448, 2818.585, -1006.401, 60.051, 0.939, 0.0, 0.05, , , , , , , , 
3607112735.68, 456.979, 6.64, 251.534, 11.914, 2997.73, 2997.685, 2817.585, -1002.152, 60.051, 0.94, 0.0, 0.051, , , , , , , , 
3607112736.68, 457.05, 6.64, 251.542, 11.961, 2998.046, 3010.441, 2830.301, -1004.106, 60.051, 0.94, 0.0, 0.05, , , , , , , , 
3607112737.01, 456.932, 6.64, 251.595, 11.899, 2998.04, 2998.713, 2813.866, -1016.113, 60.051, 0.938, 0.0, 0.051, , , , , , , , 
3607112737.01, 456.932, 6.64, 251.595, 11.899, 2998.04, 2998.713, 2813.866, -1016.113, 60.051, 0.938, 0.0, 0.051, 251.595, -1016.113, 251.4, -900.0, -1300.0, -500.0, 400.0, 400.0
3607112737.68, 457.073, 6.639, 247.51, 12.142, 2998.295, 3006.978, 2827.84, -1002.901, 60.051, 0.941, 0.0, 0.327, , , , , , , , 
3607112738.68, 456.917, 6.64, 247.283, 12.149, 2998.489, 3006.522, 2828.929, -998.996, 60.05, 0.941, 0.0, 0.051, , , , , , , , 
3607112739.68, 456.978, 6.642, 247.285, 12.1, 2998.328, 2994.042, 2811.833, -1004.123, 60.05, 0.939, 0.0, 0.051, , , , , , , , 
3607112739.68, 456.978, 6.642, 247.285, 12.1, 2998.328, 2994.042, 2811.833, -1004.123, 60.05, 0.939, 0.0, 0.051, 247.285, -1004.123, 247.2, -900.0, -1300.0, -156.9, 400.0, 743.1
3607112739.68, 456.978, 6.642, 247.285, 12.1, 2998.328, 2994.042, 2811.833, -1004.123, 60.05, 0.939, 0.0, 0.051, , , , , , , , 
3607112740.68, 456.042, 6.652, 246.694, 12.129, 2996.966, 2993.954, 2810.668, -1007.716, 60.05, 0.939, 0.0, 0.05, , , , , , , , 
3607112741.68, 455.998, 6.655, 246.673, 12.095, 2997.211, 2987.088, 2804.99, -1006.904, 60.05, 0.939, 0.0, 0.05, , , , , , , , 
