TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607113543.68, 462.554, 1.336, 220.009, 3.555, 588.53, 786.002, 565.524, 535.471, 60.051, -0.72, 0.0, 0.051, , , , , , , , 
3607113544.68, 462.523, 1.337, 219.959, 3.549, 589.22, 785.016, 565.304, 534.687, 60.051, -0.721, 0.0, 0.049, , , , , , , , 
3607113545.01, 461.423, 1.34, 219.977, 3.586, 588.782, 792.72, 570.314, 541.308, 60.05, -0.72, 0.0, 0.051, , , , , , , , 
3607113545.01, 461.423, 1.34, 219.977, 3.586, 588.782, 792.72, 570.314, 541.308, 60.05, -0.72, 0.0, 0.051, 219.977, 541.308, 220.2, 900.0, 500.0, 1300.0, 400.0, 400.0
3607113545.68, 461.561, 1.34, 222.121, 3.407, 589.174, 760.925, 545.441, 513.69, 60.051, -0.718, 0.0, 0.325, , , , , , , , 
3607113546.68, 461.572, 1.339, 224.173, 3.469, 588.646, 781.997, 563.697, 531.562, 60.05, -0.721, 0.0, 0.048, , , , , , , , 
3607113547.68, 461.556, 1.339, 224.216, 3.454, 589.313, 778.286, 559.727, 530.058, 60.051, -0.72, 0.0, 0.054, , , , , , , , 
3607113547.68, 461.556, 1.339, 224.216, 3.454, 589.313, 778.286, 559.727, 530.058, 60.051, -0.72, 0.0, 0.054, 224.216, 530.058, 224.4, 900.0, 500.0, 1300.0, 400.0, 400.0
3607113547.68, 461.556, 1.339, 224.216, 3.454, 589.313, 778.286, 559.727, 530.058, 60.051, -0.72, 0.0, 0.054, , , , , , , , 
3607113548.68, 462.655, 1.335, 228.342, 3.453, 588.39, 792.362, 567.701, 542.126, 60.05, -0.717, 0.0, 0.052, , , , , , , , 
3607113549.68, 462.564, 1.336, 228.421, 3.428, 589.093, 786.583, 564.606, 536.512, 60.05, -0.718, 0.0, 0.049, , , , , , , , 
3607113550.35, 462.463, 1.339, 228.348, 3.414, 589.647, 783.715, 564.153, 534.114, 60.05, -0.72, 0.0, 0.051, , , , , , , , 
3607113550.35, 462.463, 1.339, 228.348, 3.414, 589.647, 783.715, 564.153, 534.114, 60.05, -0.72, 0.0, 0.051, 228.348, 534.114, 228.6, 900.0, 500.0, 1300.0, 400.0, 400.0
3607113550.68, 462.516, 1.337, 230.582, 3.313, 589.025, 767.853, 550.661, 520.55, 60.051, -0.718, 0.0, 0.328, , , , , , , , 
3607113551.68, 461.49, 1.342, 232.606, 2.472, 589.109, 578.834, 566.934, 13.038, 60.05, -0.981, 0.0, 0.052, , , , , , , , 
3607113552.68, 461.696, 1.34, 232.607, 2.466, 588.824, 576.877, 563.71, -13.393, 60.051, 0.978, 0.0, 0.05, , , , , , , , 
