TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607113161.01, 461.909, 4.353, 220.275, 9.028, 1978.329, 1992.614, 1881.353, 644.084, 60.05, -0.944, 0.0, 0.049, , , , , , , , 
3607113162.01, 460.784, 4.362, 220.282, 9.017, 1977.809, 1989.935, 1879.746, 644.003, 60.051, -0.945, 0.0, 0.049, , , , , , , , 
3607113162.35, 460.801, 4.362, 220.3, 9.04, 1977.494, 1994.998, 1884.713, 642.054, 60.05, -0.945, 0.0, 0.049, , , , , , , , 
3607113162.35, 460.801, 4.362, 220.3, 9.04, 1977.494, 1994.998, 1884.713, 642.054, 60.05, -0.945, 0.0, 0.049, 220.3, 642.054, 220.2, 900.0, 500.0, 1300.0, 400.0, 400.0
3607113163.01, 460.763, 4.361, 223.767, 8.844, 1977.526, 1982.519, 1868.933, 646.184, 60.051, -0.943, 0.0, 0.335, , , , , , , , 
3607113164.01, 460.988, 4.361, 224.464, 8.838, 1977.452, 1987.54, 1876.945, 641.464, 60.051, -0.944, 0.0, 0.049, , , , , , , , 
3607113165.01, 462.026, 4.351, 224.449, 8.877, 1978.296, 1996.412, 1886.561, 640.996, 60.051, -0.945, 0.0, 0.05, , , , , , , , 
3607113165.01, 462.026, 4.351, 224.449, 8.877, 1978.296, 1996.412, 1886.561, 640.996, 60.051, -0.945, 0.0, 0.05, 224.449, 640.996, 224.4, 900.0, 500.0, 1300.0, 400.0, 400.0
3607113165.01, 462.026, 4.351, 224.449, 8.877, 1978.296, 1996.412, 1886.561, 640.996, 60.051, -0.945, 0.0, 0.05, , , , , , , , 
3607113166.01, 461.811, 4.354, 228.639, 8.707, 1977.495, 1994.55, 1884.233, 639.996, 60.05, -0.945, 0.0, 0.049, , , , , , , , 
3607113167.01, 461.992, 4.353, 228.648, 8.696, 1978.018, 1992.47, 1882.988, 641.655, 60.05, -0.945, 0.0, 0.05, , , , , , , , 
3607113167.35, 461.83, 4.353, 228.608, 8.691, 1977.873, 1990.748, 1880.576, 639.903, 60.051, -0.945, 0.0, 0.05, , , , , , , , 
3607113167.35, 461.83, 4.353, 228.608, 8.691, 1977.873, 1990.748, 1880.576, 639.903, 60.051, -0.945, 0.0, 0.05, 228.608, 639.903, 228.6, 900.0, 500.0, 1300.0, 400.0, 400.0
3607113168.01, 461.433, 4.359, 232.106, 8.397, 1977.368, 1952.932, 1867.428, 533.034, 60.051, -0.956, 0.0, 0.33, , , , , , , , 
3607113169.01, 460.79, 4.361, 232.812, 8.075, 1977.507, 1884.362, 1870.267, -170.017, 60.051, 0.993, 0.0, 0.049, , , , , , , , 
3607113170.01, 460.728, 4.363, 232.822, 8.044, 1977.331, 1876.478, 1862.22, -173.014, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607113170.01, 460.728, 4.363, 232.822, 8.044, 1977.331, 1876.478, 1862.22, -173.014, 60.051, 0.993, 0.0, 0.05, 232.822, -173.014, 232.8, 891.7, 116.7, 1300.0, 775.0, 408.3
3607113170.01, 460.728, 4.363, 232.822, 8.044, 1977.331, 1876.478, 1862.22, -173.014, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607113171.01, 460.923, 4.362, 233.422, 8.051, 1977.802, 1883.584, 1869.098, -179.14, 60.051, 0.992, 0.0, 0.05, , , , , , , , 
3607113172.01, 461.75, 4.353, 233.403, 8.093, 1977.696, 1893.003, 1879.627, -175.798, 60.051, 0.993, 0.0, 0.051, , , , , , , , 
3607113172.35, 461.78, 4.352, 233.41, 8.084, 1977.47, 1890.872, 1876.734, -171.904, 60.05, 0.993, 0.0, 0.05, , , , , , , , 
3607113172.35, 461.78, 4.352, 233.41, 8.084, 1977.47, 1890.872, 1876.734, -171.904, 60.05, 0.993, 0.0, 0.05, 233.41, -171.904, 233.4, 671.2, -103.8, 1300.0, 775.0, 628.8
3607113173.01, 461.91, 4.352, 233.847, 8.057, 1977.518, 1888.556, 1874.549, -168.35, 60.05, 0.993, 0.0, 0.333, , , , , , , , 
3607113174.01, 461.868, 4.353, 234.014, 8.048, 1977.85, 1887.558, 1873.728, -168.1, 60.051, 0.993, 0.0, 0.049, , , , , , , , 
3607113175.01, 460.78, 4.362, 233.969, 8.033, 1977.63, 1883.727, 1870.22, -165.395, 60.05, 0.993, 0.0, 0.048, , , , , , , , 
3607113175.01, 460.78, 4.362, 233.969, 8.033, 1977.63, 1883.727, 1870.22, -165.395, 60.05, 0.993, 0.0, 0.048, 233.969, -165.395, 234.0, 461.6, -313.4, 1236.6, 775.0, 775.0
3607113175.01, 460.78, 4.362, 233.969, 8.033, 1977.63, 1883.727, 1870.22, -165.395, 60.05, 0.993, 0.0, 0.048, , , , , , , , 
3607113176.01, 460.874, 4.363, 234.642, 8.053, 1978.101, 1893.486, 1879.014, -173.933, 60.051, 0.992, 0.0, 0.049, , , , , , , , 
3607113177.01, 460.907, 4.36, 234.616, 8.029, 1977.12, 1888.153, 1874.808, -176.276, 60.051, 0.993, 0.0, 0.05, , , , , , , , 
3607113177.35, 460.992, 4.361, 234.602, 8.017, 1977.794, 1885.115, 1871.025, -171.955, 60.051, 0.993, 0.0, 0.049, , , , , , , , 
3607113177.35, 460.992, 4.361, 234.602, 8.017, 1977.794, 1885.115, 1871.025, -171.955, 60.051, 0.993, 0.0, 0.049, 234.602, -171.955, 234.6, 224.2, -400.0, 999.2, 624.2, 775.0
3607113178.01, 460.763, 4.364, 235.055, 7.988, 1977.385, 1881.677, 1867.326, -173.623, 60.051, 0.992, 0.0, 0.328, , , , , , , , 
3607113179.01, 459.864, 4.371, 235.181, 8.026, 1977.304, 1892.238, 1877.748, -172.687, 60.05, 0.992, 0.0, 0.05, , , , , , , , 
3607113180.01, 459.752, 4.37, 235.208, 8.019, 1977.195, 1890.07, 1875.826, -170.895, 60.051, 0.993, 0.0, 0.051, , , , , , , , 
