TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1
3607112635.01, 454.073, 6.679, 259.887, 11.558, 2995.773, 3007.582, 2820.252, -1013.927, 60.051, 0.938, 0.0, 0.049, , , , , , , , 
3607112636.01, 455.145, 6.666, 259.897, 11.552, 2996.561, 3006.029, 2823.578, -1000.773, 60.051, 0.939, 0.0, 0.049, , , , , , , , 
3607112636.35, 455.078, 6.668, 259.916, 11.595, 2996.415, 3017.434, 2831.196, -1014.147, 60.05, 0.938, 0.0, 0.051, , , , , , , , 
3607112636.35, 455.078, 6.668, 259.916, 11.595, 2996.415, 3017.434, 2831.196, -1014.147, 60.05, 0.938, 0.0, 0.051, 259.916, -1014.147, 259.8, -900.0, -1300.0, -500.0, 400.0, 400.0
3607112637.01, 455.073, 6.666, 257.046, 11.766, 2996.554, 3028.261, 2844.923, -1011.32, 60.051, 0.94, 0.0, 0.329, , , , , , , , 
3607112638.01, 455.068, 6.666, 255.711, 11.752, 2996.518, 3008.964, 2825.341, -1007.739, 60.051, 0.939, 0.0, 0.051, , , , , , , , 
3607112639.01, 455.267, 6.665, 255.739, 11.709, 2995.68, 2997.094, 2811.292, -1012.942, 60.05, 0.938, 0.0, 0.051, , , , , , , , 
3607112639.01, 455.267, 6.665, 255.739, 11.709, 2995.68, 2997.094, 2811.292, -1012.942, 60.05, 0.938, 0.0, 0.051, 255.739, -1012.942, 255.6, -900.0, -1300.0, -500.0, 400.0, 400.0
3607112639.01, 455.267, 6.665, 255.739, 11.709, 2995.68, 2997.094, 2811.292, -1012.942, 60.05, 0.938, 0.0, 0.051, , , , , , , , 
3607112640.01, 455.017, 6.666, 251.566, 11.958, 2996.6, 3011.657, 2831.129, -1005.286, 60.051, 0.94, 0.0, 0.052, , , , , , , , 
3607112641.01, 454.896, 6.666, 251.538, 11.939, 2996.156, 3006.169, 2826.163, -1002.601, 60.051, 0.94, 0.0, 0.052, , , , , , , , 
3607112641.35, 455.008, 6.668, 251.525, 11.907, 2996.997, 2998.774, 2815.355, -1009.776, 60.05, 0.939, 0.0, 0.052, , , , , , , , 
