TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, PF_TARGET, PF_MAX, PF_MIN
3607112027.01, 441.659, 1.383, 239.739, 2.425, 582.515, 585.201, 556.959, -120.256, 60.051, 0.953, 0.0, 0.05, 1.0, 0.97, -0.97
3607112028.01, 441.463, 1.384, 239.738, 2.394, 582.631, 576.789, 548.188, -123.844, 60.051, 0.952, 0.0, 0.051, 1.0, 0.97, -0.97
3607112029.01, 443.264, 1.382, 239.711, 2.314, 583.428, 560.62, 530.17, -124.607, 60.051, 0.948, 0.0, 0.055, 1.0, 0.97, -0.97
3607112030.01, 442.498, 1.381, 239.734, 2.424, 583.048, 584.78, 556.732, -119.891, 60.05, 0.953, 0.0, 0.056, 1.0, 0.97, -0.97
3607112031.01, 442.531, 1.381, 239.689, 2.405, 582.967, 578.562, 550.175, -121.94, 60.05, 0.953, 0.0, 0.05, 1.0, 0.97, -0.97
