TIME, DC_V, DC_I, AC_VRMS_1, AC_VRMS_2, AC_VRMS_3, AC_IRMS_1, AC_IRMS_2, AC_IRMS_3, DC_P, AC_S_1, AC_S_2, AC_S_3, AC_P_1, AC_P_2, AC_P_3, AC_Q_1, AC_Q_2, AC_Q_3, AC_FREQ_1, AC_FREQ_2, AC_FREQ_3, AC_PF_1, AC_PF_2, AC_PF_3, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1, V_ACT_2, Q_ACT_2, V_TARGET_2, Q_TARGET_2, Q_MIN_2, Q_MAX_2, Q_MIN_ERROR_2, Q_MAX_ERROR_2, V_ACT_3, Q_ACT_3, V_TARGET_3, Q_TARGET_3, Q_MIN_3, Q_MAX_3, Q_MIN_ERROR_3, Q_MAX_ERROR_3
1524256707.92, 776.501586914, 8.41764354706, 211.127761841, 211.114181519, 211.106216431, 29.1786289215, 29.1119842529, 29.0407886505, 6536.31357237, 6099.06380208, 6099.06380208, 6099.06380208, 2204.38004557, 2204.38004557, 2204.38004557, 5824.15625, 5824.15625, 5824.15625, 50.0, 50.0, 50.0, 0.348533898592, 0.348533898592, 0.348533898592, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256708.47, 755.866882324, 8.58823299408, 211.103164673, 211.120147705, 211.127441406, 29.2374019623, 29.2140483856, 29.1157875061, 6491.56089791, 6157.27799479, 6157.27799479, 6157.27799479, 2153.78336589, 2153.78336589, 2153.78336589, 5758.78125, 5758.78125, 5758.78125, 50.0, 50.0, 50.0, 0.357869178057, 0.357869178057, 0.357869178057, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256708.51, 755.203674316, 8.59840488434, 211.110305786, 211.12802124, 211.134552002, 29.2537689209, 29.2227592468, 29.1637973785, 6493.54696191, 6069.74283854, 6069.74283854, 6069.74283854, 2234.12874349, 2234.12874349, 2234.12874349, 5786.79231771, 5786.79231771, 5786.79231771, 50.0, 50.0, 50.0, 0.358130812645, 0.358130812645, 0.358130812645, 0.0, 0.0, 211.103164673, 5758.78125, 211.11875, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 211.120147705, 5758.78125, 211.11875, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 211.127441406, 5758.78125, 211.11875, 5750.0, 5250.0, 6250.0, 500.0, 500.0
1524256708.91, 774.690734863, 8.45363712311, 215.278060913, 215.278259277, 215.275314331, 28.6644229889, 28.6250743866, 28.6081562042, 6548.95435517, 6176.97721354, 6176.97721354, 6176.97721354, 2179.87402344, 2179.87402344, 2179.87402344, 5836.29752604, 5836.29752604, 5836.29752604, 50.0, 50.0, 50.0, 0.339959561825, 0.339959561825, 0.339959561825, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256709.94, 776.764709473, 8.40522003174, 215.221359253, 215.240646362, 215.253540039, 28.5667705536, 28.6897411346, 28.5477390289, 6528.87829601, 6096.88346354, 6096.88346354, 6096.88346354, 2117.01497396, 2117.01497396, 2117.01497396, 5724.78190104, 5724.78190104, 5724.78190104, 50.0, 50.0, 50.0, 0.352970123291, 0.352970123291, 0.352970123291, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256709.98, 783.513244629, 8.33458518982, 215.231765747, 215.250473022, 215.25579834, 28.6221923828, 28.543674469, 28.5478248596, 6530.25788471, 6184.97916667, 6184.97916667, 6184.97916667, 2206.60253906, 2206.60253906, 2206.60253906, 5753.44921875, 5753.44921875, 5753.44921875, 50.0, 50.0, 50.0, 0.344765394926, 0.344765394926, 0.344765394926, 0.0, 0.0, 215.221359253, 5724.78190104, 215.2375, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 215.240646362, 5724.78190104, 215.2375, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 215.253540039, 5724.78190104, 215.2375, 5750.0, 5250.0, 6250.0, 500.0, 500.0
1524256710.04, 782.584777832, 8.35128211975, 215.23828125, 215.256744385, 215.262268066, 28.61054039, 28.3346233368, 28.5074901581, 6535.5862623, 6207.80338542, 6207.80338542, 6207.80338542, 2224.62011719, 2224.62011719, 2224.62011719, 5875.77148438, 5875.77148438, 5875.77148438, 50.0, 50.0, 50.0, 0.339057594538, 0.339057594538, 0.339057594538, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256710.92, 770.291809082, 8.489153862, 219.335235596, 219.328536987, 219.328323364, 28.0538234711, 28.1322078705, 27.8518772125, 6539.12568594, 6118.16731771, 6118.16731771, 6118.16731771, 2239.5485026, 2239.5485026, 2239.5485026, 5789.11002604, 5789.11002604, 5789.11002604, 50.0, 50.0, 50.0, 0.351803809404, 0.351803809404, 0.351803809404, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256711.46, 767.915161133, 8.5411195755, 219.374786377, 219.387130737, 219.392837524, 28.1544704437, 28.1422805786, 28.0625152588, 6558.85521508, 6162.54296875, 6162.54296875, 6162.54296875, 2239.01904297, 2239.01904297, 2239.01904297, 5809.58789062, 5809.58789062, 5809.58789062, 50.0, 50.0, 50.0, 0.341315686703, 0.341315686703, 0.341315686703, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256711.5, 767.380065918, 8.50954341888, 219.374786377, 219.392837524, 219.391769409, 28.0783882141, 27.9874820709, 28.1068935394, 6530.05398972, 6180.67513021, 6180.67513021, 6180.67513021, 2161.97216797, 2161.97216797, 2161.97216797, 5722.38476562, 5722.38476562, 5722.38476562, 50.0, 50.0, 50.0, 0.357374370098, 0.357374370098, 0.357374370098, 0.0, 0.0, 219.374786377, 5809.58789062, 219.35625, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 219.387130737, 5809.58789062, 219.35625, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 219.392837524, 5809.58789062, 219.35625, 5750.0, 5250.0, 6250.0, 500.0, 500.0
