TIME, DC_V, DC_I, AC_VRMS_1, AC_VRMS_2, AC_VRMS_3, AC_IRMS_1, AC_IRMS_2, AC_IRMS_3, DC_P, AC_S_1, AC_S_2, AC_S_3, AC_P_1, AC_P_2, AC_P_3, AC_Q_1, AC_Q_2, AC_Q_3, AC_FREQ_1, AC_FREQ_2, AC_FREQ_3, AC_PF_1, AC_PF_2, AC_PF_3, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1, V_ACT_2, Q_ACT_2, V_TARGET_2, Q_TARGET_2, Q_MIN_2, Q_MAX_2, Q_MIN_ERROR_2, Q_MAX_ERROR_2, V_ACT_3, Q_ACT_3, V_TARGET_3, Q_TARGET_3, Q_MIN_3, Q_MAX_3, Q_MIN_ERROR_3, Q_MAX_ERROR_3
1524256650.18, 761.645751953, 8.54339313507, 211.117385864, 211.101272583, 211.095947266, 29.1664886475, 29.1994228363, 29.1721858978, 6507.03908859, 6106.06835938, 6106.06835938, 6106.06835938, 2095.09716797, 2095.09716797, 2095.09716797, 5787.55143229, 5787.55143229, 5787.55143229, 50.0, 50.0, 50.0, 0.35434910655, 0.35434910655, 0.35434910655, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256650.72, 771.333435059, 8.45160579681, 211.114974976, 211.134841919, 211.143051147, 29.1788883209, 29.1418037415, 29.1484661102, 6519.00613102, 6194.68619792, 6194.68619792, 6194.68619792, 2206.69710286, 2206.69710286, 2206.69710286, 5747.58268229, 5747.58268229, 5747.58268229, 50.0, 50.0, 50.0, 0.350581198931, 0.350581198931, 0.350581198931, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256650.75, 773.300354004, 8.38589286804, 211.124725342, 211.137649536, 211.145721436, 29.1703510284, 29.1766395569, 29.0923347473, 6484.8139235, 6166.59114583, 6166.59114583, 6166.59114583, 2198.40445964, 2198.40445964, 2198.40445964, 5772.76367188, 5772.76367188, 5772.76367188, 50.0, 50.0, 50.0, 0.350451886654, 0.350451886654, 0.350451886654, 0.0, 0.0, 211.114974976, 5747.58268229, 211.11875, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 211.134841919, 5747.58268229, 211.11875, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 211.143051147, 5747.58268229, 211.11875, 5750.0, 5250.0, 6250.0, 500.0, 500.0
1524256651.18, 759.442626953, 8.5934677124, 215.265945435, 215.262207031, 215.264984131, 28.6201820374, 28.6079120636, 28.509853363, 6526.24569414, 6167.54947917, 6167.54947917, 6167.54947917, 2119.44319661, 2119.44319661, 2119.44319661, 5691.12174479, 5691.12174479, 5691.12174479, 50.0, 50.0, 50.0, 0.363678872585, 0.363678872585, 0.363678872585, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256652.18, 757.3125, 8.62068939209, 215.250152588, 215.264801025, 215.267959595, 28.7102470398, 28.7980327606, 28.5840740204, 6528.55583525, 6191.83658854, 6191.83658854, 6191.83658854, 2185.59586589, 2185.59586589, 2185.59586589, 5801.06835938, 5801.06835938, 5801.06835938, 50.0, 50.0, 50.0, 0.351213574409, 0.351213574409, 0.351213574409, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256652.22, 760.621643066, 8.57479000092, 215.257827759, 215.268081665, 215.275375366, 28.6741523743, 28.7147312164, 28.5911922455, 6522.17085945, 6194.77669271, 6194.77669271, 6194.77669271, 2228.90869141, 2228.90869141, 2228.90869141, 5763.09244792, 5763.09244792, 5763.09244792, 50.0, 50.0, 50.0, 0.344098240137, 0.344098240137, 0.344098240137, 0.0, 0.0, 215.250152588, 5801.06835938, 215.2375, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 215.264801025, 5801.06835938, 215.2375, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 215.267959595, 5801.06835938, 215.2375, 5750.0, 5250.0, 6250.0, 500.0, 500.0
1524256652.27, 762.376098633, 8.54844474792, 215.265197754, 215.270645142, 215.274627686, 28.6652050018, 28.6079387665, 28.6278781891, 6517.1299563, 6241.3984375, 6241.3984375, 6241.3984375, 2168.8421224, 2168.8421224, 2168.8421224, 5756.25455729, 5756.25455729, 5756.25455729, 50.0, 50.0, 50.0, 0.353686600924, 0.353686600924, 0.353686600924, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256653.18, 769.009277344, 8.49164199829, 219.33531189, 219.328918457, 219.332641602, 28.1231613159, 28.0091400146, 27.9209003448, 6530.15147657, 6138.41731771, 6138.41731771, 6138.41731771, 2170.82600911, 2170.82600911, 2170.82600911, 5782.76106771, 5782.76106771, 5782.76106771, 50.0, 50.0, 50.0, 0.357481718063, 0.357481718063, 0.357481718063, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256653.71, 782.249328613, 8.2780456543, 219.373916626, 219.386962891, 219.390579224, 28.0530014038, 28.0049686432, 27.9377651215, 6475.4956553, 6100.20507812, 6100.20507812, 6100.20507812, 2118.31526693, 2118.31526693, 2118.31526693, 5762.01171875, 5762.01171875, 5762.01171875, 50.0, 50.0, 50.0, 0.345834732056, 0.345834732056, 0.345834732056, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256653.74, 785.495117188, 8.26006698608, 219.373916626, 219.386962891, 219.390579224, 28.002872467, 27.9348678589, 28.0407924652, 6488.24228521, 6202.52604167, 6202.52604167, 6202.52604167, 2149.82307943, 2149.82307943, 2149.82307943, 5784.1953125, 5784.1953125, 5784.1953125, 50.0, 50.0, 50.0, 0.343969494104, 0.343969494104, 0.343969494104, 0.0, 0.0, 219.373916626, 5762.01171875, 219.35625, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 219.386962891, 5762.01171875, 219.35625, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 219.390579224, 5762.01171875, 219.35625, 5750.0, 5250.0, 6250.0, 500.0, 500.0
