TIME, DC_V, DC_I, AC_VRMS_1, AC_VRMS_2, AC_VRMS_3, AC_IRMS_1, AC_IRMS_2, AC_IRMS_3, DC_P, AC_S_1, AC_S_2, AC_S_3, AC_P_1, AC_P_2, AC_P_3, AC_Q_1, AC_Q_2, AC_Q_3, AC_FREQ_1, AC_FREQ_2, AC_FREQ_3, AC_PF_1, AC_PF_2, AC_PF_3, TRIG, TRIG_GRID, V_ACT_1, Q_ACT_1, V_TARGET_1, Q_TARGET_1, Q_MIN_1, Q_MAX_1, Q_MIN_ERROR_1, Q_MAX_ERROR_1, V_ACT_2, Q_ACT_2, V_TARGET_2, Q_TARGET_2, Q_MIN_2, Q_MAX_2, Q_MIN_ERROR_2, Q_MAX_ERROR_2, V_ACT_3, Q_ACT_3, V_TARGET_3, Q_TARGET_3, Q_MIN_3, Q_MAX_3, Q_MIN_ERROR_3, Q_MAX_ERROR_3
1524256246.43, 904.581604004, 33.3686141968, 211.130462646, 211.125305176, 211.120101929, 53.4816093445, 53.7925186157, 54.1026611328, 30184.6345535, 11656.6158854, 11656.6158854, 11656.6158854, 10006.8847656, 10006.8847656, 10006.8847656, 5657.40299479, 5657.40299479, 5657.40299479, 50.0, 50.0, 50.0, 0.863569557667, 0.863569557667, 0.863569557667, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256246.96, 903.58215332, 33.2210922241, 211.115066528, 211.124053955, 211.12512207, 53.421295166, 53.5504417419, 53.542339325, 30017.9860475, 11317.6875, 11317.6875, 11317.6875, 9696.72786458, 9696.72786458, 9696.72786458, 5617.015625, 5617.015625, 5617.015625, 50.0, 50.0, 50.0, 0.864230394363, 0.864230394363, 0.864230394363, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256246.99, 906.324279785, 33.235748291, 211.120513916, 211.122467041, 211.129821777, 53.4608383179, 53.5888633728, 54.0326004028, 30122.365633, 11476.3098958, 11476.3098958, 11476.3098958, 10049.3730469, 10049.3730469, 10049.3730469, 5779.99674479, 5779.99674479, 5779.99674479, 50.0, 50.0, 50.0, 0.865487337112, 0.865487337112, 0.865487337112, 0.0, 0.0, 211.115066528, 5617.015625, 211.11875, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 211.124053955, 5617.015625, 211.11875, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 211.12512207, 5617.015625, 211.11875, 5750.0, 5250.0, 6250.0, 500.0, 500.0
1524256247.44, 899.150146484, 34.1179275513, 215.25819397, 215.258270264, 215.258895874, 53.8220596313, 53.971446991, 53.9881744385, 30677.1395555, 11692.7434896, 11692.7434896, 11692.7434896, 10199.0696615, 10199.0696615, 10199.0696615, 5810.47721354, 5810.47721354, 5810.47721354, 50.0, 50.0, 50.0, 0.868171393871, 0.868171393871, 0.868171393871, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256248.45, 906.085388184, 32.5694160461, 215.224411011, 215.231109619, 215.233886719, 54.3216743469, 53.1962356567, 53.3043403625, 29510.6719811, 11399.0455729, 11399.0455729, 11399.0455729, 9880.37044271, 9880.37044271, 9880.37044271, 5643.32161458, 5643.32161458, 5643.32161458, 50.0, 50.0, 50.0, 0.864732503891, 0.864732503891, 0.864732503891, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256248.49, 900.240356445, 33.3008842468, 215.226455688, 215.234680176, 215.236984253, 53.092048645, 53.1962356567, 53.1883087158, 29978.7999043, 11659.2773438, 11659.2773438, 11659.2773438, 10021.9752604, 10021.9752604, 10021.9752604, 5666.88802083, 5666.88802083, 5666.88802083, 50.0, 50.0, 50.0, 0.868666887283, 0.868666887283, 0.868666887283, 0.0, 0.0, 215.224411011, 5643.32161458, 215.2375, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 215.231109619, 5643.32161458, 215.2375, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 215.233886719, 5643.32161458, 215.2375, 5750.0, 5250.0, 6250.0, 500.0, 500.0
1524256248.53, 899.178161621, 34.3147163391, 215.230911255, 215.240234375, 215.244369507, 53.0242958069, 53.9104423523, 54.2085494995, 30855.0435544, 11816.9895833, 11816.9895833, 11816.9895833, 10248.0677083, 10248.0677083, 10248.0677083, 5745.39778646, 5745.39778646, 5745.39778646, 50.0, 50.0, 50.0, 0.866818606853, 0.866818606853, 0.866818606853, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256249.44, 903.73651123, 33.6038475037, 219.369491577, 219.367675781, 219.36328125, 51.260383606, 51.3117294312, 51.3469200134, 30369.0239069, 11519.0429688, 11519.0429688, 11519.0429688, 10011.6627604, 10011.6627604, 10011.6627604, 5831.00260417, 5831.00260417, 5831.00260417, 50.0, 50.0, 50.0, 0.867308914661, 0.867308914661, 0.867308914661, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256249.97, 914.480102539, 31.5746173859, 219.348495483, 219.358840942, 219.360641479, 51.072769165, 51.2252044678, 51.237411499, 28874.3593447, 11287.3919271, 11287.3919271, 11287.3919271, 9724.37369792, 9724.37369792, 9724.37369792, 5715.88932292, 5715.88932292, 5715.88932292, 50.0, 50.0, 50.0, 0.855106055737, 0.855106055737, 0.855106055737, 0.0, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 
1524256250.0, 905.932922363, 32.804107666, 219.352783203, 219.361816406, 219.364501953, 51.1002845764, 51.2253646851, 51.2325820923, 29718.3211234, 11441.6197917, 11441.6197917, 11441.6197917, 9809.34244792, 9809.34244792, 9809.34244792, 5618.87890625, 5618.87890625, 5618.87890625, 50.0, 50.0, 50.0, 0.865056812763, 0.865056812763, 0.865056812763, 0.0, 0.0, 219.348495483, 5715.88932292, 219.35625, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 219.358840942, 5715.88932292, 219.35625, 5750.0, 5250.0, 6250.0, 500.0, 500.0, 219.360641479, 5715.88932292, 219.35625, 5750.0, 5250.0, 6250.0, 500.0, 500.0
