TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, PF_TARGET, PF_MAX, PF_MIN
3607111744.68, 461.206, 1.917, 239.747, 3.177, 789.816, 763.643, 737.388, -129.013, 60.05, 0.966, 0.0, 0.052, 1.0, 0.97, -0.97
3607111745.68, 462.638, 1.337, 239.691, 2.38, 588.846, 576.49, 547.491, -125.826, 60.05, 0.951, 0.0, 0.054, 1.0, 0.97, -0.97
3607111746.68, 463.206, 1.336, 239.74, 2.395, 588.294, 580.768, 550.858, -124.729, 60.05, 0.949, 0.0, 0.056, 1.0, 0.97, -0.97
3607111747.68, 462.228, 1.337, 239.749, 2.417, 588.56, 584.887, 557.411, -122.361, 60.05, 0.954, 0.0, 0.051, 1.0, 0.97, -0.97
3607111748.68, 461.554, 1.339, 239.773, 2.411, 588.462, 581.562, 553.221, -123.661, 60.051, 0.953, 0.0, 0.055, 1.0, 0.97, -0.97
