TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, PF_TARGET, PF_MAX, PF_MIN
3607111691.68, 465.178, 6.531, 240.191, 11.882, 3000.326, 2857.97, 2845.963, -198.09, 60.05, 0.996, 0.0, 0.049, 1.0, 0.97, -0.97
3607111692.68, 464.788, 6.535, 240.182, 11.831, 3000.597, 2843.905, 2831.758, -204.866, 60.051, 0.996, 0.0, 0.057, 1.0, 0.97, -0.97
3607111693.68, 465.033, 6.535, 240.136, 11.832, 3001.237, 2843.716, 2831.286, -202.131, 60.05, 0.996, 0.0, 0.057, 1.0, 0.97, -0.97
3607111694.68, 465.666, 6.524, 240.138, 11.853, 3000.809, 2849.06, 2836.532, -205.171, 60.05, 0.996, 0.0, 0.058, 1.0, 0.97, -0.97
3607111695.68, 465.693, 6.522, 240.203, 11.84, 3000.466, 2845.669, 2833.021, -205.879, 60.05, 0.996, 0.0, 0.058, 1.0, 0.97, -0.97
