TIME, DC_V, DC_I, AC_VRMS_1, AC_IRMS_1, DC_P, AC_S_1, AC_P_1, AC_Q_1, AC_FREQ_1, AC_PF_1, TRIG, TRIG_GRID, PF_TARGET, PF_MAX, PF_MIN
3607111751.35, 462.686, 1.336, 239.672, 2.851, 588.784, 686.698, 541.31, -393.39, 60.05, 0.789, 0.0, 0.05, 0.925, 0.955, 0.895
3607111752.35, 462.58, 1.336, 239.708, 2.868, 588.503, 690.074, 546.012, -395.128, 60.051, 0.792, 0.0, 0.051, 0.925, 0.955, 0.895
3607111753.35, 462.739, 1.334, 239.743, 2.835, 588.046, 686.696, 541.269, -394.76, 60.05, 0.789, 0.0, 0.055, 0.925, 0.955, 0.895
3607111754.35, 462.376, 1.336, 239.667, 2.841, 588.502, 686.709, 539.55, -397.428, 60.051, 0.786, 0.0, 0.053, 0.925, 0.955, 0.895
3607111755.35, 461.78, 1.339, 239.708, 2.85, 588.131, 689.102, 541.064, -398.959, 60.05, 0.786, 0.0, 0.052, 0.925, 0.955, 0.895
